t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,138,R128,1,3,6-2 6-2,61.0,105430,Radu Albot,53.0,920.0,MDA,2.5,R,175.0,29.31,45.0,17.0,13.0,8.0,1.0,1.0,2.0,105657,Marius Copil,76.0,713.0,ROU,5,R,193.0,28.38,42.0,12.0,6.0,8.0,3.0,0.0,5.0,Indian Wells,66.43,33.57
2019-M007,20190318,2019_09,Miami Masters,USA,Hard,0,0,2,128,139,R16,4,3,6-4 6-2,61.0,103819,Roger Federer,5.0,4600.0,SUI,5,R,185.0,37.61,48.0,28.0,9.0,9.0,5.0,3.0,3.0,106421,Daniil Medvedev,15.0,2230.0,RUS,5,R,198.0,23.1,51.0,19.0,12.0,9.0,2.0,0.0,3.0,Miami,72.88,27.12
2019-M024,20190812,2019_22,Cincinnati Masters,USA,Hard,0,0,2,64,142,QF,4,3,6-2 6-3,61.0,106421,Daniil Medvedev,8.0,3230.0,RUS,5,R,198.0,23.5,51.0,21.0,13.0,9.0,9.0,0.0,1.0,126094,Andrey Rublev,70.0,836.0,RUS,2.5,R,188.0,21.81,47.0,17.0,6.0,8.0,4.0,3.0,7.0,Cincinnati,72.48,27.52
2019-M024,20190812,2019_22,Cincinnati Masters,USA,Hard,0,0,2,64,143,R16,3,3,6-3 6-4,61.0,126094,Andrey Rublev,70.0,836.0,RUS,2.5,R,188.0,21.81,54.0,27.0,12.0,10.0,5.0,2.0,3.0,103819,Roger Federer,3.0,7460.0,SUI,5,R,185.0,38.01,49.0,20.0,9.0,9.0,5.0,1.0,4.0,Cincinnati,13.38,86.62
2019-M024,20190812,2019_22,Cincinnati Masters,USA,Hard,0,0,2,64,144,R32,2,3,6-3 6-4,61.0,103819,Roger Federer,3.0,7460.0,SUI,5,R,185.0,38.01,53.0,27.0,15.0,10.0,9.0,1.0,1.0,106228,Juan Ignacio Londero,55.0,940.0,ARG,4,R,180.0,25.99,49.0,24.0,9.0,9.0,3.0,2.0,4.0,Cincinnati,92.18,7.82
2019-5014,20191007,2019_28,Shanghai Masters,CHN,Hard,0,0,2,64,145,R64,1,3,6-2 6-1,61.0,126610,Matteo Berrettini,13.0,2221.0,ITA,5,R,196.0,23.49,40.0,24.0,6.0,7.0,6.0,2.0,2.0,105526,Jan Lennard Struff,38.0,1190.0,GER,5,R,193.0,29.45,46.0,14.0,8.0,8.0,4.0,1.0,6.0,Shanghai,62.81,37.19
2019-0429,20191014,2019_29,Stockholm,SWE,Hard,0,0,1,32,146,R16,2,3,6-1 6-1,61.0,104386,Janko Tipsarevic,251.0,180.0,SRB,4,R,180.0,35.31,40.0,18.0,10.0,7.0,3.0,1.0,2.0,104926,Fabio Fognini,12.0,2415.0,ITA,5,R,178.0,32.39,58.0,15.0,9.0,7.0,2.0,9.0,15.0,Stockholm,25.25,74.75
2019-0328,20191021,2019_30,Basel,SUI,Hard,1,0,1,32,147,R32,1,3,6-4 6-2,61.0,105526,Jan Lennard Struff,41.0,1155.0,GER,5,R,193.0,29.49,57.0,33.0,8.0,9.0,21.0,3.0,3.0,200175,Miomir Kecmanovic,54.0,1003.0,SRB,5,R,183.0,20.14,54.0,18.0,14.0,9.0,3.0,6.0,9.0,Basel,60.25,39.75
2019-0352,20191028,2019_31,Paris Masters,FRA,Hard,1,0,2,64,148,R64,1,3,6-4 6-3,61.0,106426,Cristian Garin,42.0,1117.0,CHI,5,R,185.0,23.41,50.0,28.0,13.0,10.0,2.0,0.0,0.0,104655,Pablo Cuevas,44.0,1102.0,URU,5,R,180.0,33.82,57.0,15.0,20.0,9.0,2.0,5.0,7.0,Paris,59.75,40.25
2019-7696,20191105,2019_33,NextGen Finals,ITA,Hard,1,0,3,8,150,RR3,3,3,4-1 4-0 4-2,61.0,200282,Alex De Minaur,18.0,1775.0,AUS,5,R,183.0,20.71,35.0,18.0,10.0,7.0,3.0,2.0,2.0,134770,Casper Ruud,56.0,956.0,NOR,5,R,183.0,20.87,51.0,21.0,4.0,8.0,2.0,7.0,12.0,,,
2019-0301,20190107,2019_02,Auckland,NZL,Hard,0,0,1,32,151,R32,1,3,6-2 6-1,62.0,103970,David Ferrer,124.0,460.0,ESP,4,R,175.0,36.77,40.0,21.0,8.0,7.0,3.0,1.0,2.0,104898,Robin Haase,49.0,940.0,NED,5,R,190.0,31.76,57.0,15.0,9.0,8.0,1.0,3.0,9.0,Auckland,55.21,44.79
2019-M004,20190225,2019_07,Acapulco,MEX,Hard,0,0,1,32,152,R16,2,3,6-0 6-2,62.0,105357,John Millman,44.0,1008.0,AUS,5,R,183.0,29.7,51.0,21.0,12.0,7.0,2.0,2.0,3.0,105376,Peter Gojowczyk,87.0,640.0,GER,5,R,185.0,29.62,37.0,7.0,4.0,7.0,0.0,2.0,8.0,Acapulco,65.96,34.04
2019-M004,20190225,2019_07,Acapulco,MEX,Hard,0,0,1,32,153,R32,1,3,6-3 6-2,62.0,105023,Sam Querrey,57.0,880.0,USA,5,R,198.0,31.39,44.0,29.0,8.0,9.0,15.0,0.0,0.0,104198,Guillermo Garcia Lopez,103.0,551.0,ESP,2,R,188.0,35.73,67.0,28.0,8.0,8.0,3.0,8.0,11.0,Acapulco,72.15,27.85
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,154,R128,1,3,6-3 6-2,62.0,200000,Felix Auger Aliassime,58.0,872.0,CAN,4,R,193.0,18.57,50.0,32.0,6.0,9.0,6.0,2.0,2.0,111815,Cameron Norrie,48.0,957.0,GBR,5,L,188.0,23.53,41.0,16.0,8.0,8.0,1.0,0.0,3.0,Indian Wells,42.42,57.58
2019-0568,20190916,2019_25,St. Petersburg,RUS,Hard,1,0,1,32,162,R32,1,3,6-3 6-0,62.0,105575,Ricardas Berankis,63.0,892.0,LTU,5,R,175.0,29.24,46.0,22.0,12.0,8.0,6.0,1.0,1.0,104534,Dudi Sela,146.0,373.0,ISR,4,R,175.0,34.45,59.0,21.0,8.0,7.0,1.0,3.0,7.0,St. Petersburg,71.61,28.39
2019-7581,20190923,2019_26,Chengdu,CHN,Hard,0,0,1,32,163,R16,2,3,6-3 6-3,62.0,144750,Lloyd Harris,111.0,510.0,RSA,2,R,193.0,22.58,50.0,28.0,10.0,9.0,16.0,0.0,0.0,105583,Dusan Lajovic,29.0,1396.0,SRB,5,R,180.0,29.23,60.0,23.0,13.0,9.0,2.0,6.0,9.0,Chengdu,41.43,58.57
2019-M015,20190930,2019_27,Beijing,CHN,Hard,0,0,1,32,164,R16,2,3,6-3 6-1,62.0,100644,Alexander Zverev,6.0,4095.0,GER,5,R,198.0,22.44,39.0,25.0,7.0,8.0,5.0,0.0,0.0,200000,Felix Auger Aliassime,20.0,1719.0,CAN,5,R,193.0,19.14,48.0,21.0,3.0,8.0,3.0,3.0,7.0,Beijing,67.59,32.41
2019-5014,20191007,2019_28,Shanghai Masters,CHN,Hard,0,0,2,64,165,R32,2,3,7-5 6-3,62.0,104545,John Isner,17.0,1895.0,USA,5,R,206.0,34.45,54.0,35.0,9.0,11.0,19.0,0.0,0.0,106298,Lucas Pouille,22.0,1600.0,FRA,5,R,185.0,25.62,61.0,24.0,16.0,10.0,8.0,3.0,5.0,Shanghai,64.99,35.01
2019-M014,20191014,2019_29,Moscow,RUS,Hard,1,0,1,32,166,F,5,3,6-4 6-0,62.0,126094,Andrey Rublev,31.0,1341.0,RUS,5,R,188.0,21.98,46.0,27.0,7.0,8.0,7.0,1.0,1.0,105173,Adrian Mannarino,44.0,1111.0,FRA,5,L,183.0,31.29,40.0,10.0,9.0,8.0,2.0,1.0,5.0,Moscow,66.27,33.73
2019-0328,20191021,2019_30,Basel,SUI,Hard,1,0,1,32,167,R16,2,3,6-0 6-3,62.0,103819,Roger Federer,3.0,6950.0,SUI,5,R,185.0,38.2,40.0,23.0,7.0,7.0,5.0,2.0,2.0,105430,Radu Albot,49.0,1057.0,MDA,5,R,175.0,29.94,59.0,20.0,7.0,8.0,0.0,5.0,10.0,Basel,93.25,6.75
2019-0352,20191028,2019_31,Paris Masters,FRA,Hard,1,0,2,64,168,R64,1,3,6-3 6-2,62.0,105683,Milos Raonic,32.0,1350.0,CAN,5,R,196.0,28.84,42.0,28.0,8.0,9.0,14.0,0.0,0.0,111815,Cameron Norrie,57.0,960.0,GBR,2.5,L,188.0,24.18,57.0,29.0,2.0,8.0,0.0,3.0,6.0,Paris,60.2,39.8
2019-0301,20190107,2019_02,Auckland,NZL,Hard,0,0,1,32,172,R16,2,3,6-2 6-1,63.0,105526,Jan Lennard Struff,58.0,855.0,GER,5,R,193.0,28.7,48.0,24.0,12.0,8.0,12.0,3.0,3.0,104907,Jose Rubin Statham,360.0,56.0,NZL,4,R,183.0,31.7,46.0,19.0,3.0,7.0,4.0,3.0,7.0,Auckland,78.73,21.27
2019-M001,20190107,2019_02,Sydney,AUS,Hard,0,0,1,32,173,R32,1,3,6-3 6-4,63.0,124187,Reilly Opelka,102.0,561.0,USA,2.5,R,211.0,21.36,49.0,33.0,8.0,10.0,16.0,0.0,0.0,105077,Albert Ramos,65.0,790.0,ESP,5,L,188.0,30.97,53.0,28.0,7.0,9.0,3.0,3.0,5.0,Sydney,59.75,40.25
2019-0424,20190211,2019_05,New York,USA,Hard,1,0,1,32,174,QF,3,3,6-4 6-1,63.0,104545,John Isner,9.0,3155.0,USA,5,R,206.0,33.8,49.0,35.0,3.0,9.0,16.0,2.0,2.0,111442,Jordan Thompson,60.0,775.0,AUS,5,R,183.0,24.81,52.0,25.0,6.0,8.0,3.0,7.0,10.0,New York,73.03,26.97
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,175,R16,4,3,6-1 6-4,63.0,103819,Roger Federer,4.0,4600.0,SUI,5,R,185.0,37.57,65.0,34.0,11.0,9.0,6.0,7.0,7.0,106378,Kyle Edmund,23.0,1520.0,GBR,5,R,188.0,24.15,43.0,14.0,11.0,8.0,4.0,4.0,7.0,Indian Wells,78.88,21.12
2019-M007,20190318,2019_09,Miami Masters,USA,Hard,0,0,2,128,176,F,7,3,6-1 6-4,63.0,103819,Roger Federer,5.0,4600.0,SUI,5,R,185.0,37.61,35.0,20.0,12.0,8.0,6.0,0.0,0.0,104545,John Isner,9.0,3485.0,USA,5,R,206.0,33.89,53.0,23.0,7.0,9.0,9.0,6.0,10.0,Miami,76.33,23.67
2019-7480,20190729,2019_20,Los Cabos,MEX,Hard,0,0,1,32,178,R32,1,3,6-2 6-0,63.0,106121,Taro Daniel,118.0,493.0,JPN,5,R,191.0,26.5,42.0,19.0,11.0,7.0,1.0,0.0,0.0,105815,Tennys Sandgren,71.0,826.0,USA,5,R,188.0,28.02,46.0,13.0,6.0,7.0,1.0,1.0,6.0,Los Cabos,29.39,70.61
2019-M035,20190729,2019_20,Washington,USA,Hard,0,0,1,64,179,R64,1,3,6-1 6-4,63.0,128034,Hubert Hurkacz,44.0,1023.0,POL,5,R,196.0,22.46,57.0,27.0,12.0,9.0,5.0,6.0,7.0,105385,Donald Young,195.0,265.0,USA,2.5,L,183.0,30.02,47.0,13.0,11.0,8.0,1.0,5.0,9.0,Washington,72.59,27.41
2019-M024,20190812,2019_22,Cincinnati Masters,USA,Hard,0,0,2,64,180,R64,1,3,6-3 6-3,63.0,200175,Miomir Kecmanovic,58.0,922.0,SRB,2.5,R,183.0,19.95,48.0,26.0,11.0,9.0,4.0,0.0,0.0,200000,Felix Auger Aliassime,21.0,1785.0,CAN,5,R,193.0,19.01,47.0,19.0,9.0,9.0,6.0,1.0,4.0,Cincinnati,40.51,59.49
2019-7581,20190923,2019_26,Chengdu,CHN,Hard,0,0,1,32,181,SF,4,3,6-3 6-4,63.0,105807,Pablo Carreno Busta,63.0,942.0,ESP,5,R,188.0,28.2,55.0,29.0,13.0,10.0,2.0,2.0,2.0,133430,Denis Shapovalov,34.0,1285.0,CAN,5,L,185.0,20.44,41.0,21.0,10.0,9.0,12.0,0.0,2.0,Chengdu,46.6,53.4
2019-5014,20191007,2019_28,Shanghai Masters,CHN,Hard,0,0,2,64,182,R64,1,3,6-4 6-2,63.0,104926,Fabio Fognini,12.0,2280.0,ITA,5,R,178.0,32.37,45.0,26.0,10.0,9.0,4.0,0.0,0.0,105023,Sam Querrey,45.0,1100.0,USA,5,R,198.0,32.0,56.0,21.0,13.0,9.0,8.0,4.0,7.0,Shanghai,46.34,53.66
2019-M014,20191014,2019_29,Moscow,RUS,Hard,1,0,1,32,183,R16,2,3,6-3 6-4,63.0,104871,Jeremy Chardy,66.0,860.0,FRA,5,R,188.0,32.67,54.0,29.0,11.0,10.0,6.0,0.0,0.0,200175,Miomir Kecmanovic,49.0,1023.0,SRB,5,R,183.0,20.12,54.0,22.0,13.0,9.0,3.0,1.0,3.0,Moscow,56.62,43.38
2019-0605,20191111,2019_32,Tour Finals,GBR,Hard,1,0,3,8,184,RR1,1,3,6-2 6-1,63.0,104925,Novak Djokovic,2.0,8945.0,SRB,5,R,188.0,32.47,40.0,18.0,12.0,8.0,4.0,0.0,1.0,126610,Matteo Berrettini,8.0,2670.0,ITA,5,R,196.0,23.58,48.0,16.0,4.0,7.0,4.0,2.0,7.0,London,85.82,14.18
2019-M001,20190107,2019_02,Sydney,AUS,Hard,0,0,1,32,185,R16,2,3,6-3 6-1,64.0,106415,Yoshihito Nishioka,75.0,701.0,JPN,2.5,L,170.0,23.28,63.0,28.0,11.0,8.0,1.0,5.0,6.0,126094,Andrey Rublev,84.0,655.0,RUS,2.5,R,188.0,21.22,47.0,14.0,7.0,8.0,3.0,4.0,9.0,Sydney,39.55,60.45
2019-0496,20190218,2019_06,Marseille,FRA,Hard,1,0,1,32,186,R16,2,3,6-2 6-3,64.0,105676,David Goffin,24.0,1560.0,BEL,5,R,180.0,28.2,52.0,21.0,14.0,9.0,2.0,0.0,1.0,105332,Benoit Paire,59.0,795.0,FRA,5,R,196.0,29.78,53.0,20.0,7.0,8.0,3.0,7.0,11.0,Marseille,63.33,36.67
2019-6242,20190819,2019_23,Winston-Salem,USA,Hard,0,0,1,64,194,R32,2,3,6-3 6-1,64.0,105449,Steve Johnson,82.0,670.0,USA,5,R,188.0,29.65,51.0,24.0,12.0,8.0,12.0,2.0,2.0,105554,Daniel Evans,58.0,955.0,GBR,5,R,175.0,29.24,50.0,21.0,5.0,8.0,4.0,4.0,8.0,Winston-Salem,46.63,53.37
2019-560,20190826,2019_24,US Open,USA,Hard,0,0,4,128,195,R128,1,5,6-2 6-3 1-2 RET,64.0,126207,Frances Tiafoe,45.0,1060.0,USA,5,R,188.0,21.6,54.0,36.0,6.0,10.0,4.0,1.0,1.0,103333,Ivo Karlovic,79.0,694.0,CRO,5,R,208.0,40.49,60.0,25.0,10.0,10.0,6.0,4.0,7.0,Flushing Meadows,75.63,24.37
2019-9164,20190923,2019_26,Zhuhai,CHN,Hard,0,0,1,32,196,R32,1,3,7-6(5) 6-1,64.0,104312,Andreas Seppi,74.0,795.0,ITA,5,R,190.0,35.59,58.0,31.0,11.0,10.0,8.0,0.0,1.0,106401,Nick Kyrgios,27.0,1430.0,AUS,5,R,193.0,24.41,65.0,32.0,6.0,9.0,4.0,3.0,6.0,Zhuhai,38.06,61.94
2019-5014,20191007,2019_28,Shanghai Masters,CHN,Hard,0,0,2,64,197,R32,2,3,6-2 6-0,64.0,126094,Andrey Rublev,33.0,1261.0,RUS,5,R,188.0,21.96,43.0,22.0,8.0,7.0,7.0,0.0,0.0,105357,John Millman,58.0,991.0,AUS,4,R,183.0,30.31,58.0,14.0,11.0,7.0,5.0,6.0,11.0,Shanghai,64.41,35.59
2019-5014,20191007,2019_28,Shanghai Masters,CHN,Hard,0,0,2,64,198,R64,1,3,6-3 6-4,64.0,124187,Reilly Opelka,40.0,1178.0,USA,5,R,211.0,22.11,51.0,31.0,11.0,10.0,12.0,0.0,0.0,105583,Dusan Lajovic,31.0,1306.0,SRB,5,R,180.0,29.27,60.0,33.0,4.0,9.0,5.0,0.0,2.0,Shanghai,63.33,36.67
2019-7485,20191014,2019_29,Antwerp,BEL,Hard,1,0,1,32,199,R32,1,3,6-1 6-2,64.0,104468,Gilles Simon,47.0,1035.0,FRA,5,R,183.0,34.8,41.0,21.0,12.0,8.0,3.0,2.0,2.0,104327,Steve Darcis,179.0,281.0,BEL,4,R,178.0,35.59,48.0,18.0,7.0,7.0,3.0,4.0,8.0,Antwerp,75.05,24.95
2019-7696,20191105,2019_33,NextGen Finals,ITA,Hard,1,0,3,8,202,F,5,3,4-2 4-1 4-2,64.0,206173,Jannik Sinner,95.0,596.0,ITA,5,R,188.0,18.22,52.0,26.0,10.0,9.0,2.0,9.0,9.0,200282,Alex De Minaur,18.0,1775.0,AUS,5,R,183.0,20.71,41.0,19.0,3.0,8.0,2.0,5.0,8.0,,,
2019-0301,20190107,2019_02,Auckland,NZL,Hard,0,0,1,32,203,QF,3,3,6-3 6-1,65.0,104259,Philipp Kohlschreiber,34.0,1125.0,GER,5,R,178.0,35.23,53.0,27.0,10.0,8.0,5.0,2.0,2.0,104926,Fabio Fognini,13.0,2315.0,ITA,5,R,178.0,31.62,52.0,14.0,12.0,8.0,0.0,2.0,6.0,Auckland,62.41,37.59
2019-0301,20190107,2019_02,Auckland,NZL,Hard,0,0,1,32,204,R32,1,3,7-6(5) 2-0 RET,65.0,105526,Jan Lennard Struff,58.0,855.0,GER,5,R,193.0,28.7,53.0,21.0,13.0,7.0,0.0,3.0,4.0,111513,Laslo Djere,91.0,621.0,SRB,2,R,188.0,23.6,50.0,19.0,10.0,7.0,3.0,3.0,5.0,Auckland,65.07,34.93
2019-0424,20190211,2019_05,New York,USA,Hard,1,0,1,32,207,R32,1,3,6-3 6-4,65.0,105992,Ryan Harrison,92.0,615.0,USA,5,R,183.0,26.77,52.0,25.0,13.0,10.0,14.0,1.0,2.0,105166,Peter Polansky,118.0,468.0,CAN,5,R,180.0,30.66,60.0,27.0,7.0,9.0,6.0,3.0,6.0,New York,66.82,33.18
2019-0496,20190218,2019_06,Marseille,FRA,Hard,1,0,1,32,208,QF,3,3,6-4 6-1,65.0,105062,Mikhail Kukushkin,50.0,945.0,KAZ,5,R,183.0,31.15,57.0,29.0,10.0,9.0,5.0,1.0,2.0,126094,Andrey Rublev,115.0,492.0,RUS,5,R,188.0,21.33,39.0,15.0,6.0,8.0,5.0,3.0,7.0,Marseille,46.21,53.79
2019-0496,20190218,2019_06,Marseille,FRA,Hard,1,0,1,32,209,R32,1,3,6-3 6-2,65.0,128034,Hubert Hurkacz,78.0,710.0,POL,5,R,196.0,22.02,64.0,30.0,14.0,9.0,13.0,8.0,8.0,105936,Filip Krajinovic,77.0,710.0,SRB,5,R,185.0,26.98,48.0,18.0,7.0,8.0,4.0,3.0,6.0,Marseille,33.96,66.04
2019-0495,20190225,2019_07,Dubai,UAE,Hard,0,0,1,32,210,R16,2,3,6-3 6-2,65.0,104792,Gael Monfils,23.0,1560.0,FRA,5,R,193.0,32.48,56.0,28.0,9.0,9.0,6.0,6.0,7.0,104571,Marcos Baghdatis,128.0,450.0,CYP,4,R,183.0,33.69,44.0,16.0,9.0,8.0,1.0,2.0,6.0,Dubai,83.62,16.38
2019-M007,20190318,2019_09,Miami Masters,USA,Hard,0,0,2,128,211,R128,1,3,6-4 6-1,65.0,106071,Bernard Tomic,81.0,679.0,AUS,5,R,193.0,26.4,69.0,32.0,13.0,9.0,9.0,6.0,7.0,106329,Thiago Monteiro,117.0,497.0,BRA,2.5,L,183.0,24.8,47.0,19.0,8.0,8.0,4.0,1.0,5.0,Miami,54.43,45.57
2019-0421,20190805,2019_21,Canada Masters,CAN,Hard,0,0,2,64,223,R32,2,3,6-2 6-1,65.0,105173,Adrian Mannarino,69.0,836.0,FRA,5,L,183.0,31.1,40.0,23.0,7.0,7.0,12.0,0.0,0.0,106432,Borna Coric,14.0,2195.0,CRO,5,R,188.0,22.72,50.0,14.0,9.0,8.0,1.0,4.0,9.0,Montreal,37.19,62.81
2019-0421,20190805,2019_21,Canada Masters,CAN,Hard,0,0,2,64,224,R64,1,3,6-1 6-2,65.0,126205,Tommy Paul,128.0,427.0,USA,2.5,R,185.0,22.22,45.0,22.0,10.0,7.0,2.0,3.0,3.0,111790,Brayden Schnur,98.0,571.0,CAN,4,R,193.0,24.09,56.0,20.0,7.0,8.0,3.0,3.0,8.0,Montreal,61.44,38.56
2019-M024,20190812,2019_22,Cincinnati Masters,USA,Hard,0,0,2,64,225,R16,3,3,6-2 6-1,65.0,106421,Daniil Medvedev,8.0,3230.0,RUS,5,R,198.0,23.5,54.0,28.0,9.0,8.0,9.0,3.0,3.0,105526,Jan Lennard Struff,36.0,1235.0,GER,5,R,193.0,29.3,53.0,18.0,7.0,7.0,2.0,5.0,9.0,Cincinnati,68.78,31.22
2019-0568,20190916,2019_25,St. Petersburg,RUS,Hard,1,0,1,32,226,R32,1,3,6-2 6-1,65.0,105539,Evgeny Donskoy,118.0,468.0,RUS,4,R,185.0,29.36,42.0,21.0,6.0,7.0,2.0,2.0,3.0,104970,Matteo Viola,218.0,228.0,ITA,2,R,185.0,32.19,62.0,20.0,6.0,8.0,0.0,3.0,9.0,St. Petersburg,72.57,27.43
2019-7485,20191014,2019_29,Antwerp,BEL,Hard,1,0,1,32,227,SF,4,3,6-3 6-2,65.0,104527,Stan Wawrinka,18.0,1670.0,SUI,5,R,183.0,34.55,46.0,21.0,13.0,9.0,8.0,1.0,2.0,206173,Jannik Sinner,119.0,466.0,ITA,4,R,188.0,18.16,50.0,17.0,9.0,8.0,1.0,5.0,9.0,Antwerp,67.13,32.87
2019-0352,20191028,2019_31,Paris Masters,FRA,Hard,1,0,2,64,228,F,6,3,6-3 6-4,65.0,104925,Novak Djokovic,1.0,9545.0,SRB,5,R,188.0,32.44,51.0,29.0,12.0,10.0,2.0,1.0,1.0,133430,Denis Shapovalov,28.0,1460.0,CAN,5,L,185.0,20.54,53.0,30.0,3.0,9.0,11.0,2.0,4.0,Paris,84.11,15.89
2019-M020,20181231,2019_01,Brisbane,AUS,Hard,0,0,1,32,229,SF,4,3,6-2 6-2,66.0,105453,Kei Nishikori,9.0,3590.0,JPN,5,R,178.0,29.0,47.0,26.0,9.0,8.0,2.0,2.0,2.0,104871,Jeremy Chardy,40.0,1050.0,FRA,5,R,188.0,31.88,46.0,15.0,6.0,8.0,10.0,1.0,5.0,Brisbane,81.37,18.63
2019-M001,20190107,2019_02,Sydney,AUS,Hard,0,0,1,32,230,R32,1,3,6-2 6-3,66.0,126094,Andrey Rublev,84.0,655.0,RUS,2.5,R,188.0,21.22,40.0,24.0,8.0,8.0,4.0,0.0,0.0,106298,Lucas Pouille,30.0,1245.0,FRA,5,R,185.0,24.87,68.0,17.0,18.0,9.0,6.0,5.0,9.0,Sydney,62.03,37.97
2019-0407,20190211,2019_05,Rotterdam,NED,Hard,1,0,1,32,231,R32,1,3,6-1 6-4,66.0,104542,Jo-Wilfried Tsonga,140.0,405.0,FRA,4,R,188.0,33.82,46.0,29.0,9.0,9.0,12.0,1.0,1.0,105341,Thomas Fabbiano,86.0,653.0,ITA,2.5,R,173.0,29.71,52.0,25.0,4.0,8.0,0.0,1.0,4.0,Rotterdam,84.7,15.3
2019-M004,20190225,2019_07,Acapulco,MEX,Hard,0,0,1,32,232,R16,2,3,6-4 6-4,66.0,104545,John Isner,9.0,3270.0,USA,5,R,206.0,33.83,46.0,29.0,11.0,10.0,19.0,0.0,0.0,105023,Sam Querrey,57.0,880.0,USA,5,R,198.0,31.39,67.0,26.0,16.0,10.0,14.0,2.0,4.0,Acapulco,49.08,50.92
2019-M007,20190318,2019_09,Miami Masters,USA,Hard,0,0,2,128,234,R64,2,3,6-3 6-2,66.0,105932,Nikoloz Basilashvili,19.0,1865.0,GEO,5,R,185.0,27.06,59.0,21.0,18.0,9.0,5.0,2.0,3.0,104999,Mischa Zverev,75.0,711.0,GER,5,L,190.0,31.57,59.0,24.0,7.0,8.0,6.0,2.0,6.0,Miami,74.3,25.7
2019-6116,20190722,2019_19,Atlanta,USA,Hard,0,0,1,32,243,QF,3,3,6-1 7-6(1),66.0,126203,Taylor Fritz,32.0,1320.0,USA,5,R,193.0,21.73,57.0,28.0,16.0,10.0,11.0,0.0,0.0,200175,Miomir Kecmanovic,66.0,854.0,SRB,5,R,183.0,19.89,47.0,19.0,13.0,9.0,6.0,1.0,3.0,Atlanta,59.75,40.25
2019-M035,20190729,2019_20,Washington,USA,Hard,0,0,1,64,245,R32,2,3,6-1 6-4,66.0,105683,Milos Raonic,20.0,1765.0,CAN,5,R,196.0,28.59,49.0,26.0,10.0,9.0,16.0,1.0,2.0,105065,Tim Smyczek,281.0,135.0,USA,2.5,R,175.0,31.58,50.0,16.0,10.0,8.0,2.0,5.0,9.0,Washington,82.76,17.24
2019-M035,20190729,2019_20,Washington,USA,Hard,0,0,1,64,246,R64,1,3,6-4 6-1,66.0,106415,Yoshihito Nishioka,77.0,776.0,JPN,5,L,170.0,23.84,45.0,19.0,12.0,8.0,5.0,1.0,2.0,105554,Daniel Evans,51.0,980.0,GBR,5,R,175.0,29.18,53.0,20.0,7.0,9.0,3.0,5.0,10.0,Washington,36.52,63.48
2019-5014,20191007,2019_28,Shanghai Masters,CHN,Hard,0,0,2,64,247,R64,1,3,6-1 6-4,66.0,106426,Cristian Garin,32.0,1262.0,CHI,5,R,185.0,23.35,45.0,27.0,7.0,9.0,5.0,2.0,3.0,104655,Pablo Cuevas,48.0,1078.0,URU,5,R,180.0,33.76,62.0,24.0,8.0,8.0,2.0,7.0,11.0,Shanghai,44.91,55.09
2019-0328,20191021,2019_30,Basel,SUI,Hard,1,0,1,32,248,R32,1,3,6-3 6-4,66.0,104527,Stan Wawrinka,17.0,1820.0,SUI,5,R,183.0,34.57,51.0,28.0,14.0,10.0,10.0,0.0,0.0,104655,Pablo Cuevas,45.0,1102.0,URU,5,R,180.0,33.8,50.0,19.0,14.0,9.0,2.0,1.0,3.0,Basel,77.45,22.55
2019-0337,20191021,2019_30,Vienna,AUT,Hard,1,0,1,32,249,R16,2,3,6-4 6-2,66.0,126094,Andrey Rublev,22.0,1571.0,RUS,5,R,188.0,22.0,45.0,25.0,12.0,9.0,4.0,1.0,1.0,111202,Hyeon Chung,139.0,383.0,KOR,5,R,188.0,23.42,52.0,20.0,10.0,9.0,4.0,2.0,5.0,Vienna,61.6,38.4
2019-7696,20191105,2019_33,NextGen Finals,ITA,Hard,1,0,3,8,251,RR3,3,3,4-2 4-2 4-2,66.0,126207,Frances Tiafoe,47.0,1050.0,USA,5,R,188.0,21.79,52.0,27.0,9.0,9.0,2.0,4.0,4.0,144707,Mikael Ymer,74.0,765.0,SWE,5,R,183.0,21.15,46.0,23.0,7.0,9.0,6.0,3.0,6.0,,,
2019-0495,20190225,2019_07,Dubai,UAE,Hard,0,0,1,32,253,SF,4,3,6-2 6-2,67.0,103819,Roger Federer,7.0,4100.0,SUI,5,R,185.0,37.55,44.0,20.0,13.0,8.0,7.0,0.0,0.0,106432,Borna Coric,13.0,2605.0,CRO,5,R,188.0,22.28,59.0,20.0,9.0,8.0,1.0,5.0,9.0,Dubai,68.99,31.01
