t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2019-6242,20190819,2019_23,Winston-Salem,USA,Hard,0,0,1,64,11,R64,1,3,6-0 6-0,40.0,106216,Bjorn Fratangelo,119.0,467.0,USA,2.5,R,183.0,26.08,29.0,17.0,7.0,6.0,6.0,0.0,0.0,104804,Amir Weintraub,,,ISR,4,R,188.0,32.92,38.0,8.0,2.0,6.0,0.0,5.0,11.0,Winston-Salem,90.75,9.25
2019-7485,20191014,2019_29,Antwerp,BEL,Hard,1,0,1,32,14,R32,1,3,6-2 6-1,44.0,105526,Jan Lennard Struff,41.0,1155.0,GER,5,R,193.0,29.47,33.0,23.0,5.0,7.0,5.0,0.0,0.0,106296,Gregoire Barrere,84.0,638.0,FRA,2.5,R,183.0,25.66,56.0,16.0,9.0,8.0,4.0,2.0,7.0,Antwerp,60.61,39.39
2019-0375,20190204,2019_04,Montpellier,FRA,Hard,1,0,1,32,15,R32,1,3,6-1 6-1,46.0,104871,Jeremy Chardy,35.0,1155.0,FRA,5,R,188.0,31.98,35.0,20.0,9.0,7.0,9.0,0.0,0.0,104629,Adrian Menendez Maceiras,124.0,451.0,ESP,2,R,183.0,33.27,41.0,11.0,6.0,7.0,2.0,2.0,7.0,Montpellier,69.68,30.32
2019-M020,20181231,2019_01,Brisbane,AUS,Hard,0,0,1,32,18,R32,1,3,6-0 6-3,47.0,105683,Milos Raonic,18.0,1855.0,CAN,5,R,196.0,28.01,38.0,27.0,5.0,8.0,18.0,0.0,0.0,105379,Aljaz Bedene,67.0,780.0,SLO,5,R,181.0,29.45,43.0,16.0,2.0,7.0,4.0,4.0,8.0,Brisbane,77.74,22.26
2019-560,20190826,2019_24,US Open,USA,Hard,0,0,4,128,20,R128,1,5,6-1 4-1 RET,47.0,105453,Kei Nishikori,7.0,4005.0,JPN,5,R,178.0,29.66,35.0,18.0,8.0,6.0,1.0,0.0,0.0,105477,Marco Trungelliti,205.0,237.0,ARG,2.5,R,178.0,29.57,33.0,9.0,4.0,6.0,2.0,3.0,7.0,Flushing Meadows,91.09,8.91
2019-0429,20191014,2019_29,Stockholm,SWE,Hard,0,0,1,32,23,QF,3,3,6-0 6-3,48.0,133430,Denis Shapovalov,34.0,1255.0,CAN,5,L,185.0,20.5,33.0,21.0,7.0,7.0,4.0,0.0,0.0,105649,Cedrik Marcel Stebe,213.0,230.0,GER,2.5,L,183.0,29.01,42.0,13.0,5.0,8.0,1.0,2.0,7.0,Stockholm,77.39,22.61
2019-0329,20190930,2019_27,Tokyo,JPN,Hard,0,0,1,32,24,R16,2,3,6-1 6-2,49.0,106298,Lucas Pouille,24.0,1520.0,FRA,5,R,185.0,25.6,39.0,23.0,9.0,8.0,6.0,0.0,0.0,106415,Yoshihito Nishioka,77.0,719.0,JPN,5,L,170.0,24.01,38.0,13.0,4.0,7.0,1.0,1.0,5.0,Tokyo,53.42,46.58
2019-0329,20190930,2019_27,Tokyo,JPN,Hard,0,0,1,32,28,QF,3,3,6-1 6-2,50.0,104925,Novak Djokovic,1.0,9865.0,SRB,5,R,188.0,32.36,40.0,18.0,13.0,8.0,8.0,1.0,2.0,106298,Lucas Pouille,24.0,1520.0,FRA,5,R,185.0,25.6,36.0,11.0,3.0,7.0,0.0,1.0,6.0,Tokyo,85.34,14.66
2019-M001,20190107,2019_02,Sydney,AUS,Hard,0,0,1,32,29,R32,1,3,6-1 4-1 RET,51.0,105023,Sam Querrey,48.0,955.0,USA,5,R,198.0,31.25,26.0,17.0,7.0,6.0,8.0,0.0,0.0,104291,Malek Jaziri,42.0,1042.0,TUN,5,R,185.0,34.97,46.0,14.0,8.0,6.0,0.0,8.0,12.0,Sydney,69.91,30.09
2019-7434,20190204,2019_04,Sofia,BUL,Hard,1,0,1,32,30,R32,1,3,6-2 6-1,51.0,104269,Fernando Verdasco,26.0,1455.0,ESP,5,L,188.0,35.22,44.0,28.0,5.0,8.0,7.0,1.0,1.0,200247,Alexandar Lazarov,,,BUL,2.5,R,191.0,21.25,42.0,12.0,8.0,7.0,2.0,1.0,5.0,Sofia,91.35,8.65
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,31,R64,2,3,6-2 6-0,51.0,106378,Kyle Edmund,23.0,1520.0,GBR,5,R,188.0,24.15,36.0,20.0,8.0,7.0,6.0,0.0,0.0,111797,Nicolas Jarry,86.0,640.0,CHI,5,R,198.0,23.39,46.0,15.0,5.0,7.0,2.0,4.0,9.0,Indian Wells,72.21,27.79
2019-580,20190114,2019_03,Australian Open,AUS,Hard,0,0,4,128,36,QF,5,5,6-1 4-1 RET,52.0,104925,Novak Djokovic,1.0,9135.0,SRB,5,R,188.0,31.65,29.0,17.0,8.0,6.0,2.0,0.0,0.0,105453,Kei Nishikori,9.0,3750.0,JPN,5,R,178.0,29.04,47.0,16.0,5.0,6.0,0.0,0.0,4.0,Melbourne,87.39,12.61
2019-0499,20190218,2019_06,Delray Beach,USA,Hard,0,0,1,32,37,R32,1,3,6-2 6-2,52.0,105173,Adrian Mannarino,51.0,920.0,FRA,5,L,183.0,30.64,39.0,20.0,13.0,8.0,2.0,2.0,2.0,111790,Brayden Schnur,107.0,529.0,CAN,4,R,193.0,23.63,53.0,19.0,8.0,8.0,5.0,3.0,7.0,Delray Beach,67.89,32.11
2019-M004,20190225,2019_07,Acapulco,MEX,Hard,0,0,1,32,38,R32,1,3,6-1 6-3,52.0,111456,Mackenzie Mcdonald,71.0,753.0,USA,4,R,178.0,23.86,40.0,27.0,6.0,8.0,2.0,0.0,0.0,207182,Emilio Nava,,,USA,4,R,185.0,17.23,54.0,24.0,4.0,8.0,2.0,2.0,6.0,Acapulco,89.52,10.48
2019-7480,20190729,2019_20,Los Cabos,MEX,Hard,0,0,1,32,40,R32,1,3,6-0 6-1,52.0,104719,Marcel Granollers,103.0,547.0,ESP,5,R,190.0,33.3,33.0,21.0,7.0,7.0,8.0,0.0,0.0,106412,Lucas Gomez,492.0,13.0,MEX,4,L,178.0,23.96,38.0,9.0,5.0,6.0,1.0,3.0,8.0,Los Cabos,87.38,12.62
2019-6242,20190819,2019_23,Winston-Salem,USA,Hard,0,0,1,64,41,R64,1,3,7-6(3) 1-0 RET,52.0,106065,Marco Cecchinato,67.0,880.0,ITA,5,R,185.0,26.88,41.0,22.0,9.0,6.0,1.0,2.0,2.0,122330,Alexander Bublik,75.0,808.0,KAZ,5,R,196.0,22.17,41.0,21.0,8.0,7.0,8.0,0.0,1.0,Winston-Salem,40.56,59.44
2019-0328,20191021,2019_30,Basel,SUI,Hard,1,0,1,32,42,R32,1,3,6-2 6-1,52.0,103819,Roger Federer,3.0,6950.0,SUI,5,R,185.0,38.2,51.0,27.0,7.0,8.0,12.0,0.0,1.0,105376,Peter Gojowczyk,112.0,500.0,GER,2.5,R,185.0,30.27,40.0,14.0,4.0,7.0,1.0,5.0,10.0,Basel,92.54,7.46
2019-0424,20190211,2019_05,New York,USA,Hard,1,0,1,32,45,R32,1,3,6-4 6-2,53.0,106071,Bernard Tomic,87.0,649.0,AUS,5,R,193.0,26.31,52.0,28.0,10.0,9.0,9.0,3.0,3.0,105041,Lukas Lacko,130.0,423.0,SVK,5,R,185.0,31.27,52.0,22.0,9.0,9.0,6.0,4.0,7.0,New York,62.47,37.53
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,51,R64,2,3,6-0 6-2,54.0,104545,John Isner,9.0,3405.0,USA,5,R,206.0,33.85,37.0,21.0,9.0,7.0,6.0,0.0,0.0,200615,Alexei Popyrin,131.0,449.0,AUS,2.5,R,196.0,19.58,46.0,12.0,7.0,7.0,1.0,3.0,8.0,Indian Wells,78.62,21.38
2019-0329,20190930,2019_27,Tokyo,JPN,Hard,0,0,1,32,54,QF,3,3,6-2 6-2,54.0,105676,David Goffin,15.0,2055.0,BEL,5,R,180.0,28.81,39.0,27.0,6.0,8.0,8.0,0.0,0.0,111202,Hyeon Chung,143.0,383.0,KOR,5,R,188.0,23.36,42.0,17.0,5.0,8.0,6.0,2.0,6.0,Tokyo,63.99,36.01
2019-0329,20190930,2019_27,Tokyo,JPN,Hard,0,0,1,32,55,R32,1,3,6-2 6-2,54.0,106034,Yasutaka Uchiyama,136.0,407.0,JPN,2.5,R,183.0,27.15,38.0,22.0,10.0,8.0,4.0,0.0,0.0,105332,Benoit Paire,23.0,1553.0,FRA,5,R,196.0,30.4,47.0,16.0,9.0,8.0,3.0,2.0,6.0,Tokyo,47.37,52.63
2019-5014,20191007,2019_28,Shanghai Masters,CHN,Hard,0,0,2,64,56,R32,2,3,6-3 6-1,54.0,106421,Daniil Medvedev,4.0,4965.0,RUS,5,R,198.0,23.65,41.0,24.0,8.0,8.0,9.0,0.0,0.0,111815,Cameron Norrie,64.0,910.0,GBR,2.5,L,188.0,24.12,47.0,15.0,8.0,8.0,0.0,3.0,7.0,Shanghai,84.66,15.34
2019-0328,20191021,2019_30,Basel,SUI,Hard,1,0,1,32,57,R32,1,3,6-1 6-4,54.0,105936,Filip Krajinovic,46.0,1068.0,SRB,4,R,185.0,27.65,43.0,23.0,13.0,9.0,3.0,0.0,0.0,111513,Laslo Djere,39.0,1181.0,SRB,5,R,188.0,24.39,40.0,16.0,8.0,8.0,3.0,1.0,4.0,Basel,82.1,17.9
2019-0451,20181231,2019_01,Doha,QAT,Hard,0,0,1,32,58,R32,1,3,6-1 6-2,55.0,104925,Novak Djokovic,1.0,9045.0,SRB,5,R,188.0,31.61,42.0,21.0,11.0,8.0,3.0,0.0,0.0,106000,Damir Dzumhur,47.0,985.0,BIH,5,R,172.0,26.61,48.0,17.0,5.0,7.0,0.0,4.0,8.0,Doha,92.58,7.42
2019-0451,20181231,2019_01,Doha,QAT,Hard,0,0,1,32,59,R32,1,3,6-1 6-4,55.0,109739,Maximilian Marterer,74.0,706.0,GER,2.5,L,188.0,23.55,48.0,30.0,8.0,9.0,8.0,2.0,2.0,105376,Peter Gojowczyk,59.0,855.0,GER,5,R,185.0,29.46,50.0,19.0,10.0,8.0,6.0,4.0,7.0,Doha,45.43,54.57
2019-0499,20190218,2019_06,Delray Beach,USA,Hard,0,0,1,32,60,R32,1,3,6-4 6-0,55.0,124187,Reilly Opelka,56.0,883.0,USA,5,R,211.0,21.48,48.0,25.0,11.0,8.0,8.0,1.0,1.0,105815,Tennys Sandgren,79.0,708.0,USA,5,R,188.0,27.58,43.0,13.0,10.0,8.0,0.0,2.0,6.0,Delray Beach,39.9,60.1
2019-M035,20190729,2019_20,Washington,USA,Hard,0,0,1,64,64,SF,5,3,6-2 6-2,55.0,106421,Daniil Medvedev,10.0,2625.0,RUS,5,R,198.0,23.46,43.0,21.0,10.0,8.0,7.0,2.0,3.0,105376,Peter Gojowczyk,122.0,465.0,GER,2,R,185.0,30.04,41.0,9.0,9.0,8.0,3.0,0.0,5.0,Washington,81.67,18.33
2019-6242,20190819,2019_23,Winston-Salem,USA,Hard,0,0,1,64,65,R16,3,3,6-3 3-1 RET,55.0,128034,Hubert Hurkacz,41.0,1078.0,POL,5,R,196.0,22.52,37.0,15.0,12.0,7.0,3.0,1.0,2.0,103852,Feliciano Lopez,63.0,903.0,ESP,5,L,188.0,37.91,49.0,15.0,10.0,6.0,2.0,4.0,7.0,Winston-Salem,68.49,31.51
2019-0301,20190107,2019_02,Auckland,NZL,Hard,0,0,1,32,66,R16,2,3,6-3 6-3,56.0,105815,Tennys Sandgren,63.0,814.0,USA,5,R,188.0,27.46,47.0,31.0,6.0,9.0,13.0,0.0,0.0,106065,Marco Cecchinato,18.0,1889.0,ITA,5,R,185.0,26.27,49.0,23.0,6.0,9.0,4.0,3.0,6.0,Auckland,58.31,41.69
2019-0375,20190204,2019_04,Montpellier,FRA,Hard,1,0,1,32,67,R32,1,3,6-2 6-1,56.0,105732,Pierre Hugues Herbert,44.0,983.0,FRA,5,R,188.0,27.89,39.0,18.0,14.0,8.0,7.0,0.0,0.0,106045,Denis Kudla,63.0,770.0,USA,5,R,180.0,26.47,49.0,16.0,8.0,7.0,2.0,3.0,7.0,Montpellier,67.67,32.33
2019-0421,20190805,2019_21,Canada Masters,CAN,Hard,0,0,2,64,70,QF,4,3,6-3 6-1,56.0,106421,Daniil Medvedev,9.0,2745.0,RUS,5,R,198.0,23.48,39.0,22.0,10.0,8.0,6.0,0.0,0.0,106233,Dominic Thiem,4.0,4755.0,AUT,5,R,185.0,25.92,44.0,17.0,5.0,8.0,1.0,5.0,9.0,Montreal,57.18,42.82
2019-0568,20190916,2019_25,St. Petersburg,RUS,Hard,1,0,1,32,71,R16,2,3,6-1 6-2,56.0,126610,Matteo Berrettini,13.0,2245.0,ITA,5,R,196.0,23.43,38.0,23.0,9.0,8.0,5.0,0.0,0.0,106148,Roberto Carballes Baena,77.0,757.0,ESP,5,R,183.0,26.48,47.0,12.0,11.0,7.0,1.0,1.0,5.0,St. Petersburg,77.66,22.34
2019-0352,20191028,2019_31,Paris Masters,FRA,Hard,1,0,2,64,72,R32,2,3,6-1 6-3,56.0,100644,Alexander Zverev,6.0,4335.0,GER,5,R,198.0,22.52,38.0,26.0,7.0,8.0,9.0,2.0,2.0,104269,Fernando Verdasco,49.0,1025.0,ESP,5,L,188.0,35.95,50.0,17.0,10.0,8.0,3.0,3.0,7.0,Paris,71.79,28.21
2019-7696,20191105,2019_33,NextGen Finals,ITA,Hard,1,0,3,8,74,RR2,2,3,4-0 4-2 4-1,56.0,206173,Jannik Sinner,95.0,596.0,ITA,5,R,188.0,18.22,44.0,27.0,5.0,8.0,4.0,5.0,5.0,144707,Mikael Ymer,74.0,765.0,SWE,5,R,183.0,21.15,44.0,15.0,6.0,7.0,2.0,4.0,8.0,,,
2019-0301,20190107,2019_02,Auckland,NZL,Hard,0,0,1,32,75,R32,1,3,6-3 6-2,57.0,111815,Cameron Norrie,93.0,616.0,GBR,4,L,188.0,23.38,53.0,33.0,7.0,9.0,2.0,4.0,4.0,105332,Benoit Paire,55.0,890.0,FRA,5,R,196.0,29.67,62.0,18.0,16.0,8.0,9.0,3.0,6.0,Auckland,57.33,42.67
2019-0495,20190225,2019_07,Dubai,UAE,Hard,0,0,1,32,76,R16,2,3,6-3 6-1,57.0,126774,Stefanos Tsitsipas,11.0,2965.0,GRE,5,R,193.0,20.54,44.0,26.0,7.0,8.0,4.0,0.0,0.0,106078,Egor Gerasimov,155.0,358.0,BLR,2.5,R,196.0,26.29,51.0,18.0,7.0,8.0,5.0,4.0,8.0,Dubai,77.9,22.1
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,77,R16,4,3,6-0 6-2,57.0,104792,Gael Monfils,19.0,1740.0,FRA,5,R,193.0,32.5,40.0,20.0,10.0,7.0,4.0,0.0,0.0,104259,Philipp Kohlschreiber,39.0,1160.0,GER,5,R,178.0,35.38,46.0,13.0,5.0,7.0,1.0,8.0,13.0,Indian Wells,67.21,32.79
2019-M007,20190318,2019_09,Miami Masters,USA,Hard,0,0,2,128,78,R32,3,3,6-3 6-1,57.0,106401,Nick Kyrgios,33.0,1215.0,AUS,5,R,193.0,23.89,55.0,29.0,9.0,8.0,12.0,6.0,7.0,105583,Dusan Lajovic,44.0,1010.0,SRB,5,R,180.0,28.71,46.0,21.0,2.0,8.0,0.0,1.0,6.0,Miami,73.25,26.75
2019-6116,20190722,2019_19,Atlanta,USA,Hard,0,0,1,32,83,R32,1,3,6-1 6-1,57.0,105554,Daniel Evans,55.0,942.0,GBR,5,R,175.0,29.16,35.0,17.0,11.0,7.0,1.0,0.0,0.0,105359,Jason Jung,138.0,395.0,TPE,2.5,R,180.0,30.1,49.0,15.0,6.0,7.0,1.0,4.0,9.0,Atlanta,69.28,30.72
2019-7480,20190729,2019_20,Los Cabos,MEX,Hard,0,0,1,32,84,QF,3,3,6-1 6-2,57.0,106043,Diego Schwartzman,27.0,1485.0,ARG,5,R,170.0,26.95,37.0,13.0,16.0,7.0,2.0,2.0,2.0,105062,Mikhail Kukushkin,45.0,1020.0,KAZ,5,R,183.0,31.59,48.0,15.0,7.0,8.0,2.0,3.0,8.0,Los Cabos,62.47,37.53
2019-M035,20190729,2019_20,Washington,USA,Hard,0,0,1,64,85,QF,4,3,6-3 6-3,57.0,106401,Nick Kyrgios,52.0,975.0,AUS,5,R,193.0,24.25,45.0,29.0,8.0,9.0,19.0,2.0,2.0,105613,Norbert Gombos,137.0,393.0,SVK,2,R,193.0,28.96,52.0,23.0,8.0,9.0,3.0,4.0,7.0,Washington,79.24,20.76
2019-M035,20190729,2019_20,Washington,USA,Hard,0,0,1,64,86,R64,1,3,6-0 6-4,57.0,126205,Tommy Paul,128.0,427.0,USA,4,R,185.0,22.2,43.0,21.0,10.0,8.0,9.0,0.0,1.0,106045,Denis Kudla,98.0,565.0,USA,5,R,180.0,26.95,48.0,10.0,9.0,8.0,1.0,4.0,9.0,Washington,53.93,46.07
2019-0341,20190916,2019_25,Metz,FRA,Hard,1,0,1,32,87,R32,1,3,6-1 6-1,57.0,105807,Pablo Carreno Busta,62.0,897.0,ESP,5,R,188.0,28.18,47.0,27.0,5.0,7.0,1.0,2.0,2.0,109699,Julian Lenz,270.0,162.0,GER,2.5,R,188.0,26.58,45.0,11.0,7.0,7.0,1.0,2.0,7.0,Metz,76.2,23.8
2019-5014,20191007,2019_28,Shanghai Masters,CHN,Hard,0,0,2,64,88,R64,1,3,6-2 6-3,57.0,105676,David Goffin,14.0,2190.0,BEL,5,R,180.0,28.83,38.0,18.0,11.0,8.0,10.0,0.0,1.0,104755,Richard Gasquet,52.0,1015.0,FRA,5,R,185.0,33.3,48.0,18.0,6.0,9.0,3.0,1.0,6.0,Shanghai,70.61,29.39
2019-0375,20190204,2019_04,Montpellier,FRA,Hard,1,0,1,32,91,R16,2,3,6-2 6-0,58.0,104607,Tomas Berdych,79.0,685.0,CZE,5,R,196.0,33.38,46.0,22.0,9.0,7.0,2.0,2.0,2.0,105332,Benoit Paire,58.0,820.0,FRA,5,R,196.0,29.74,46.0,15.0,4.0,7.0,3.0,5.0,10.0,Montpellier,64.66,35.34
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,93,R16,4,3,6-4 6-3,58.0,106233,Dominic Thiem,8.0,3800.0,AUT,5,R,185.0,25.5,47.0,35.0,5.0,10.0,4.0,0.0,0.0,103333,Ivo Karlovic,89.0,629.0,CRO,5,R,208.0,40.01,46.0,23.0,9.0,9.0,6.0,2.0,4.0,Indian Wells,72.21,27.79
2019-0352,20191028,2019_31,Paris Masters,FRA,Hard,1,0,2,64,100,QF,4,3,6-1 6-2,58.0,104925,Novak Djokovic,1.0,9545.0,SRB,5,R,188.0,32.44,42.0,23.0,10.0,8.0,5.0,0.0,0.0,126774,Stefanos Tsitsipas,7.0,3830.0,GRE,5,R,193.0,21.21,42.0,15.0,6.0,7.0,3.0,5.0,9.0,Paris,72.09,27.91
2019-7696,20191105,2019_33,NextGen Finals,ITA,Hard,1,0,3,8,102,RR3,3,3,4-1 4-1 4-3(6),58.0,200175,Miomir Kecmanovic,60.0,901.0,SRB,5,R,183.0,20.18,43.0,32.0,6.0,8.0,2.0,0.0,0.0,200221,Alejandro Davidovich Fokina,87.0,627.0,ESP,5,R,183.0,20.42,56.0,26.0,5.0,8.0,4.0,5.0,8.0,,,
2019-7434,20190204,2019_04,Sofia,BUL,Hard,1,0,1,32,103,R32,1,3,6-3 6-4,59.0,104792,Gael Monfils,33.0,1195.0,FRA,5,R,193.0,32.43,61.0,26.0,18.0,10.0,9.0,4.0,4.0,104678,Viktor Troicki,185.0,277.0,SRB,4,R,193.0,32.98,48.0,21.0,10.0,9.0,8.0,0.0,2.0,Sofia,75.87,24.13
2019-0496,20190218,2019_06,Marseille,FRA,Hard,1,0,1,32,104,R16,2,3,6-4 6-2,59.0,126774,Stefanos Tsitsipas,12.0,2805.0,GRE,5,R,193.0,20.52,46.0,28.0,9.0,9.0,2.0,0.0,0.0,128034,Hubert Hurkacz,78.0,710.0,POL,5,R,196.0,22.02,60.0,25.0,8.0,9.0,5.0,2.0,5.0,Marseille,71.79,28.21
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,106,R32,3,3,6-3 6-4,59.0,103819,Roger Federer,4.0,4600.0,SUI,5,R,185.0,37.57,50.0,28.0,12.0,10.0,4.0,0.0,0.0,104527,Stan Wawrinka,40.0,1130.0,SUI,5,R,183.0,33.93,51.0,22.0,10.0,9.0,8.0,4.0,6.0,Indian Wells,74.6,25.4
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,107,R128,1,3,6-3 6-3,59.0,105449,Steve Johnson,38.0,1170.0,USA,5,R,188.0,29.19,44.0,22.0,12.0,9.0,3.0,1.0,2.0,126203,Taylor Fritz,46.0,970.0,USA,5,R,193.0,21.35,48.0,20.0,7.0,9.0,3.0,4.0,8.0,Indian Wells,45.95,54.05
2019-7480,20190729,2019_20,Los Cabos,MEX,Hard,0,0,1,32,112,R32,1,3,6-3 6-4,59.0,126203,Taylor Fritz,28.0,1450.0,USA,5,R,193.0,21.75,52.0,28.0,12.0,10.0,9.0,0.0,0.0,136440,Dominik Koepfer,123.0,456.0,GER,2.5,L,180.0,25.25,47.0,23.0,8.0,9.0,5.0,2.0,4.0,Los Cabos,72.25,27.75
2019-0421,20190805,2019_21,Canada Masters,CAN,Hard,0,0,2,64,113,R32,2,3,6-3 6-0,59.0,106421,Daniil Medvedev,9.0,2745.0,RUS,5,R,198.0,23.48,41.0,22.0,8.0,7.0,3.0,3.0,3.0,106378,Kyle Edmund,33.0,1325.0,GBR,5,R,188.0,24.57,48.0,16.0,5.0,8.0,2.0,0.0,5.0,Montreal,60.8,39.2
2019-M024,20190812,2019_22,Cincinnati Masters,USA,Hard,0,0,2,64,114,R16,3,3,6-1 6-2,59.0,105138,Roberto Bautista Agut,11.0,2395.0,ESP,5,R,183.0,31.33,50.0,29.0,6.0,8.0,6.0,2.0,2.0,200175,Miomir Kecmanovic,58.0,922.0,SRB,2.5,R,183.0,19.95,42.0,16.0,5.0,7.0,0.0,4.0,8.0,Cincinnati,68.78,31.22
2019-0341,20190916,2019_25,Metz,FRA,Hard,1,0,1,32,115,R32,1,3,6-2 6-2,59.0,106296,Gregoire Barrere,98.0,558.0,FRA,4,R,183.0,25.58,56.0,29.0,11.0,8.0,3.0,5.0,5.0,128034,Hubert Hurkacz,36.0,1243.0,POL,5,R,196.0,22.59,47.0,16.0,7.0,8.0,3.0,2.0,6.0,Metz,33.97,66.03
2019-0352,20191028,2019_31,Paris Masters,FRA,Hard,1,0,2,64,116,QF,4,3,6-2 6-2,59.0,133430,Denis Shapovalov,28.0,1460.0,CAN,5,L,185.0,20.54,39.0,23.0,9.0,8.0,5.0,0.0,0.0,104792,Gael Monfils,13.0,2350.0,FRA,5,R,193.0,33.16,56.0,18.0,11.0,8.0,3.0,1.0,5.0,Paris,55.21,44.79
2019-M020,20181231,2019_01,Brisbane,AUS,Hard,0,0,1,32,117,R32,1,3,6-2 6-2,60.0,200282,Alex De Minaur,31.0,1298.0,AUS,5,R,183.0,19.87,43.0,25.0,6.0,8.0,1.0,3.0,4.0,200615,Alexei Popyrin,147.0,367.0,AUS,4,R,196.0,19.41,49.0,18.0,4.0,8.0,5.0,4.0,9.0,Brisbane,79.13,20.87
2019-580,20190114,2019_03,Australian Open,AUS,Hard,0,0,4,128,118,R128,1,5,3-6 3-1 RET,60.0,104527,Stan Wawrinka,59.0,830.0,SUI,5,R,183.0,33.8,43.0,15.0,11.0,7.0,3.0,2.0,4.0,105208,Ernests Gulbis,86.0,657.0,LAT,5,R,190.0,30.37,42.0,21.0,5.0,6.0,4.0,0.0,1.0,Melbourne,76.64,23.36
2019-M006,20190304,2019_08,Indian Wells Masters,USA,Hard,0,0,2,128,121,R64,2,3,6-3 6-2,60.0,200175,Miomir Kecmanovic,130.0,450.0,SRB,2,R,183.0,19.51,45.0,27.0,9.0,9.0,4.0,0.0,0.0,109739,Maximilian Marterer,99.0,594.0,GER,5,L,188.0,23.72,41.0,18.0,5.0,8.0,2.0,2.0,5.0,Indian Wells,43.04,56.96
2019-M007,20190318,2019_09,Miami Masters,USA,Hard,0,0,2,128,122,R64,2,3,6-1 6-3,60.0,105777,Grigor Dimitrov,29.0,1300.0,BUL,5,R,188.0,27.84,41.0,23.0,10.0,8.0,5.0,0.0,0.0,103852,Feliciano Lopez,94.0,635.0,ESP,5,L,188.0,37.49,50.0,16.0,10.0,8.0,4.0,8.0,12.0,Miami,61.6,38.4
2019-0421,20190805,2019_21,Canada Masters,CAN,Hard,0,0,2,64,128,R64,1,3,6-3 6-2,60.0,105138,Roberto Bautista Agut,13.0,2215.0,ESP,5,R,183.0,31.31,53.0,26.0,12.0,9.0,8.0,1.0,1.0,106071,Bernard Tomic,95.0,582.0,AUS,2.5,R,193.0,26.79,54.0,23.0,8.0,8.0,7.0,0.0,3.0,Montreal,83.16,16.84
2019-7485,20191014,2019_29,Antwerp,BEL,Hard,1,0,1,32,130,R16,2,3,6-3 6-2,60.0,206173,Jannik Sinner,119.0,466.0,ITA,4,R,188.0,18.16,44.0,17.0,17.0,8.0,2.0,1.0,1.0,104792,Gael Monfils,13.0,2410.0,FRA,5,R,193.0,33.12,59.0,20.0,11.0,9.0,9.0,6.0,10.0,Antwerp,29.74,70.26
2019-M020,20181231,2019_01,Brisbane,AUS,Hard,0,0,1,32,133,R32,1,3,6-3 6-1,61.0,200175,Miomir Kecmanovic,131.0,433.0,SRB,2.5,R,183.0,19.33,45.0,22.0,12.0,8.0,5.0,1.0,1.0,104919,Leonardo Mayer,56.0,895.0,ARG,5,R,188.0,31.63,49.0,18.0,7.0,8.0,6.0,4.0,8.0,Brisbane,58.31,41.69
2019-0451,20181231,2019_01,Doha,QAT,Hard,0,0,1,32,134,R16,2,3,6-3 6-4,61.0,105932,Nikoloz Basilashvili,21.0,1795.0,GEO,5,R,185.0,26.85,60.0,31.0,8.0,10.0,8.0,2.0,4.0,126094,Andrey Rublev,68.0,760.0,RUS,5,R,188.0,21.2,51.0,19.0,8.0,9.0,6.0,0.0,4.0,Doha,47.51,52.49
2019-0451,20181231,2019_01,Doha,QAT,Hard,0,0,1,32,135,R32,1,3,6-1 6-3,61.0,104198,Guillermo Garcia Lopez,105.0,543.0,ESP,2.5,R,188.0,35.58,40.0,22.0,12.0,8.0,1.0,3.0,3.0,122570,Mubarak Shannan Zayid,,,QAT,4,R,178.0,23.72,57.0,17.0,11.0,8.0,6.0,6.0,10.0,Doha,94.4,5.6
2019-0375,20190204,2019_04,Montpellier,FRA,Hard,1,0,1,32,136,R32,1,3,6-1 6-2,61.0,126156,Antoine Hoang,150.0,381.0,FRA,2.5,R,183.0,23.25,48.0,23.0,10.0,7.0,1.0,3.0,3.0,104327,Steve Darcis,311.0,100.0,BEL,4,R,178.0,34.9,45.0,12.0,6.0,8.0,2.0,1.0,6.0,Montpellier,60.55,39.45
