t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2019-0414,20190722,2019_19,Hamburg,GER,Clay,0,0,1,32,264,R32,1,3,6-4 6-3,67.0,105932,Nikoloz Basilashvili,16.0,1995.0,GEO,5,R,185.0,27.41,51.0,20.0,12.0,9.0,2.0,1.0,3.0,106198,Hugo Dellien,87.0,623.0,BOL,2.5,R,180.0,26.1,58.0,26.0,7.0,10.0,2.0,7.0,12.0,Hamburg,53.4,46.6
2019-6932,20190218,2019_06,Rio de Janeiro,BRA,Clay,0,0,1,32,281,R16,2,3,6-1 6-4,68.0,104655,Pablo Cuevas,63.0,751.0,URU,5,R,180.0,33.13,47.0,30.0,7.0,9.0,5.0,1.0,1.0,106228,Juan Ignacio Londero,69.0,739.0,ARG,2.5,R,180.0,25.51,50.0,17.0,13.0,8.0,2.0,3.0,6.0,Rio de Janeiro,69.71,30.29
2019-6932,20190218,2019_06,Rio de Janeiro,BRA,Clay,0,0,1,32,282,R32,1,3,6-3 6-2,68.0,106329,Thiago Monteiro,126.0,449.0,BRA,4,L,183.0,24.72,49.0,18.0,9.0,9.0,4.0,2.0,6.0,105155,Pedro Sousa,99.0,560.0,POR,5,R,180.0,30.73,51.0,15.0,4.0,8.0,2.0,7.0,14.0,Rio de Janeiro,68.71,31.29
2019-0410,20190415,2019_11,Monte Carlo Masters,FRA,Clay,0,0,2,64,287,R16,3,3,6-3 6-0,68.0,104925,Novak Djokovic,1.0,11070.0,SRB,5,R,188.0,31.9,44.0,16.0,12.0,7.0,3.0,1.0,2.0,126203,Taylor Fritz,65.0,810.0,USA,5,R,193.0,21.46,63.0,19.0,8.0,8.0,2.0,4.0,10.0,Monte Carlo,88.76,11.24
2019-0425,20190422,2019_12,Barcelona,ESP,Clay,0,0,1,64,288,R32,2,3,6-3 6-4,68.0,126774,Stefanos Tsitsipas,8.0,3240.0,GRE,5,R,193.0,20.69,53.0,22.0,13.0,10.0,2.0,0.0,2.0,105916,Marton Fucsovics,36.0,1205.0,HUN,5,R,188.0,27.2,47.0,17.0,9.0,9.0,0.0,1.0,5.0,Barcelona,71.91,28.09
2019-7648,20190422,2019_12,Budapest,HUN,Clay,0,0,1,32,289,R32,1,3,7-5 6-4,68.0,105376,Peter Gojowczyk,85.0,655.0,GER,5,R,185.0,29.77,53.0,29.0,9.0,11.0,2.0,0.0,2.0,144750,Lloyd Harris,90.0,633.0,RSA,2.5,R,193.0,22.15,62.0,26.0,10.0,11.0,2.0,1.0,5.0,Budapest,41.65,58.35
2019-7290,20190429,2019_13,Estoril,POR,Clay,0,0,1,32,290,R32,1,3,6-2 6-4,68.0,106415,Yoshihito Nishioka,71.0,769.0,JPN,5,L,170.0,23.59,44.0,22.0,13.0,9.0,1.0,0.0,1.0,111456,Mackenzie Mcdonald,57.0,904.0,USA,5,R,178.0,24.04,52.0,17.0,10.0,9.0,1.0,0.0,4.0,Estoril,55.09,44.91
2019-M021,20190506,2019_14,Madrid Masters,ESP,Clay,0,0,2,64,291,QF,4,3,6-1 6-2,68.0,104745,Rafael Nadal,2.0,7765.0,ESP,5,L,185.0,32.92,39.0,22.0,10.0,8.0,0.0,0.0,0.0,104527,Stan Wawrinka,34.0,1230.0,SUI,5,R,183.0,34.11,45.0,14.0,6.0,7.0,3.0,6.0,10.0,Madrid,78.29,21.71
2019-7694,20190520,2019_16,Lyon,FRA,Clay,0,0,1,32,292,R32,1,3,6-2 7-5,68.0,105732,Pierre Hugues Herbert,42.0,1053.0,FRA,5,R,188.0,28.17,51.0,27.0,14.0,10.0,6.0,2.0,2.0,104871,Jeremy Chardy,40.0,1065.0,FRA,5,R,188.0,32.27,57.0,24.0,10.0,10.0,7.0,4.0,7.0,Lyon,45.55,54.45
2019-9158,20190204,2019_04,Cordoba,ESP,Clay,0,0,1,32,309,R16,2,3,6-1 6-4,69.0,105379,Aljaz Bedene,65.0,760.0,SLO,5,R,181.0,29.55,48.0,23.0,6.0,8.0,7.0,1.0,3.0,104926,Fabio Fognini,15.0,2225.0,ITA,5,R,178.0,31.7,56.0,15.0,9.0,9.0,0.0,2.0,8.0,Cordoba,36.17,63.83
2019-0506,20190211,2019_05,Buenos Aires,ARG,Clay,0,0,1,32,312,SF,4,3,6-4 6-2,69.0,106065,Marco Cecchinato,18.0,1870.0,ITA,5,R,185.0,26.37,52.0,24.0,13.0,9.0,4.0,0.0,0.0,105550,Guido Pella,50.0,930.0,ARG,5,L,185.0,28.74,47.0,25.0,4.0,9.0,2.0,1.0,4.0,Buenos Aires,63.17,36.83
2019-0410,20190415,2019_11,Monte Carlo Masters,FRA,Clay,0,0,2,64,321,R32,2,3,6-1 6-2,69.0,106421,Daniil Medvedev,14.0,2295.0,RUS,5,R,198.0,23.17,47.0,19.0,11.0,7.0,2.0,1.0,2.0,105430,Radu Albot,45.0,977.0,MDA,5,R,175.0,29.42,58.0,15.0,9.0,8.0,0.0,2.0,8.0,Monte Carlo,66.11,33.89
2019-7290,20190429,2019_13,Estoril,POR,Clay,0,0,1,32,322,R32,1,3,6-3 6-3,69.0,105819,Guido Andreozzi,97.0,613.0,ARG,5,R,183.0,27.73,50.0,25.0,10.0,9.0,1.0,1.0,2.0,106198,Hugo Dellien,98.0,612.0,BOL,5,R,180.0,25.87,55.0,25.0,4.0,9.0,2.0,4.0,8.0,Estoril,49.08,50.92
2019-7290,20190429,2019_13,Estoril,POR,Clay,0,0,1,32,323,R32,1,3,6-2 6-2,69.0,104655,Pablo Cuevas,67.0,782.0,URU,2,R,180.0,33.32,53.0,28.0,7.0,8.0,4.0,0.0,1.0,106099,Salvatore Caruso,152.0,368.0,ITA,2.5,R,185.0,26.37,51.0,20.0,4.0,8.0,0.0,5.0,10.0,Estoril,71.21,28.79
2019-M021,20190506,2019_14,Madrid Masters,ESP,Clay,0,0,2,64,324,R32,2,3,6-2 6-2,69.0,104926,Fabio Fognini,12.0,2840.0,ITA,5,R,178.0,31.95,45.0,22.0,10.0,8.0,0.0,2.0,3.0,105357,John Millman,48.0,965.0,AUS,5,R,183.0,29.89,49.0,14.0,9.0,8.0,0.0,2.0,7.0,Madrid,70.39,29.61
2019-M021,20190506,2019_14,Madrid Masters,ESP,Clay,0,0,2,64,325,R32,2,3,7-5 6-1,69.0,128034,Hubert Hurkacz,52.0,932.0,POL,2.5,R,196.0,22.23,63.0,36.0,10.0,10.0,6.0,3.0,3.0,106298,Lucas Pouille,28.0,1385.0,FRA,5,R,185.0,25.2,56.0,18.0,16.0,9.0,0.0,4.0,7.0,Madrid,55.32,44.68
2019-M009,20190513,2019_15,Rome Masters,ITA,Clay,0,0,2,64,326,R32,2,3,6-3 6-3,69.0,104259,Philipp Kohlschreiber,56.0,895.0,GER,5,R,178.0,35.57,53.0,21.0,17.0,9.0,5.0,0.0,1.0,106065,Marco Cecchinato,19.0,1840.0,ITA,5,R,185.0,26.61,46.0,20.0,5.0,9.0,1.0,1.0,5.0,Rome,43.93,56.07
2019-7694,20190520,2019_16,Lyon,FRA,Clay,0,0,1,32,327,R32,1,3,6-4 4-1 RET,69.0,105731,Steven Diez,262.0,165.0,CAN,2.5,R,175.0,28.18,39.0,17.0,9.0,7.0,1.0,3.0,5.0,106071,Bernard Tomic,82.0,665.0,AUS,5,R,193.0,26.58,74.0,22.0,13.0,8.0,5.0,10.0,15.0,Lyon,53.42,46.58
2019-0439,20190715,2019_18,Umag,CRO,Clay,0,0,1,32,331,R16,2,3,6-4 6-3,69.0,105583,Dusan Lajovic,36.0,1251.0,SRB,5,R,180.0,29.04,50.0,29.0,9.0,10.0,3.0,0.0,1.0,126094,Andrey Rublev,76.0,741.0,RUS,5,R,188.0,21.73,51.0,18.0,12.0,9.0,0.0,2.0,5.0,Umag,48.16,51.84
2019-0308,20190429,2019_13,Munich,GER,Clay,0,0,1,32,353,SF,4,3,6-4 6-2,70.0,126610,Matteo Berrettini,37.0,1145.0,ITA,5,R,196.0,23.04,53.0,30.0,9.0,9.0,4.0,0.0,0.0,105138,Roberto Bautista Agut,21.0,1635.0,ESP,5,R,183.0,31.04,53.0,24.0,8.0,9.0,1.0,1.0,4.0,Munich,43.9,56.1
2019-M021,20190506,2019_14,Madrid Masters,ESP,Clay,0,0,2,64,354,R32,2,3,6-4 6-1,70.0,100644,Alexander Zverev,4.0,5565.0,GER,5,R,198.0,22.04,49.0,23.0,10.0,8.0,4.0,2.0,3.0,103970,David Ferrer,144.0,400.0,ESP,4,R,175.0,37.09,45.0,14.0,8.0,9.0,0.0,0.0,5.0,Madrid,71.58,28.42
2019-0322,20190520,2019_16,Geneva,SUI,Clay,0,0,1,32,355,R32,1,3,6-4 6-4,70.0,106228,Juan Ignacio Londero,78.0,685.0,ARG,5,R,180.0,25.76,55.0,28.0,13.0,10.0,1.0,1.0,1.0,104999,Mischa Zverev,103.0,570.0,GER,5,L,190.0,31.74,67.0,32.0,9.0,10.0,6.0,3.0,5.0,Geneva,77.05,22.95
2019-0314,20190722,2019_19,Gstaad,SUI,Clay,0,1,1,32,361,R32,1,3,6-2 6-2,70.0,126237,Gian Marco Moroni,265.0,161.0,ITA,2.5,R,185.0,21.43,49.0,26.0,9.0,8.0,1.0,1.0,1.0,103990,Tommy Robredo,167.0,331.0,ESP,4,R,180.0,37.22,51.0,19.0,8.0,8.0,2.0,1.0,5.0,Gstaad,46.32,53.68
2019-0414,20190722,2019_19,Hamburg,GER,Clay,0,0,1,32,362,R32,1,3,6-1 6-3,70.0,105526,Jan Lennard Struff,36.0,1265.0,GER,5,R,193.0,29.24,56.0,25.0,11.0,8.0,10.0,4.0,5.0,106329,Thiago Monteiro,91.0,612.0,BRA,2.5,L,183.0,25.14,54.0,16.0,7.0,8.0,2.0,4.0,9.0,Hamburg,57.47,42.53
2019-9158,20190204,2019_04,Cordoba,ESP,Clay,0,0,1,32,377,R16,2,3,6-7(3) 1-0 RET,71.0,106398,Pedro Cachin,280.0,152.0,ARG,2.5,R,185.0,23.82,44.0,18.0,8.0,6.0,2.0,3.0,4.0,105807,Pablo Carreno Busta,23.0,1705.0,ESP,5,R,188.0,27.57,48.0,22.0,8.0,7.0,0.0,6.0,8.0,Cordoba,25.7,74.3
2019-0533,20190225,2019_07,Sao Paulo,BRA,Clay,1,0,1,32,380,R32,1,3,6-1 6-3,71.0,105077,Albert Ramos,86.0,650.0,ESP,5,L,188.0,31.11,46.0,28.0,7.0,8.0,7.0,2.0,2.0,105487,Facundo Bagnis,146.0,392.0,ARG,2.5,L,183.0,28.99,61.0,20.0,12.0,8.0,2.0,7.0,11.0,Sao Paulo,58.93,41.07
2019-0717,20190408,2019_10,Houston,USA,Clay,0,0,1,32,385,QF,3,3,6-3 6-2,71.0,106426,Cristian Garin,73.0,726.0,CHI,5,R,185.0,22.86,47.0,18.0,15.0,8.0,3.0,3.0,3.0,105967,Henri Laaksonen,126.0,452.0,SUI,2.5,R,185.0,27.02,60.0,24.0,11.0,9.0,3.0,3.0,7.0,Houston,64.9,35.1
2019-0425,20190422,2019_12,Barcelona,ESP,Clay,0,0,1,64,386,R64,1,3,7-5 6-2,71.0,105332,Benoit Paire,46.0,993.0,FRA,5,R,196.0,29.95,58.0,23.0,20.0,10.0,7.0,1.0,1.0,106228,Juan Ignacio Londero,79.0,699.0,ARG,5,R,180.0,25.68,67.0,23.0,16.0,10.0,1.0,3.0,6.0,Barcelona,61.5,38.5
2019-7648,20190422,2019_12,Budapest,HUN,Clay,0,0,1,32,387,R32,1,3,6-3 6-2,71.0,105732,Pierre Hugues Herbert,49.0,968.0,FRA,5,R,188.0,28.1,42.0,17.0,9.0,8.0,1.0,1.0,3.0,106078,Egor Gerasimov,136.0,421.0,BLR,2,R,196.0,26.44,55.0,22.0,3.0,9.0,1.0,6.0,12.0,Budapest,70.72,29.28
2019-0414,20190722,2019_19,Hamburg,GER,Clay,0,0,1,32,391,R32,1,3,6-4 6-2,71.0,100644,Alexander Zverev,5.0,4325.0,GER,5,R,198.0,22.25,55.0,27.0,10.0,9.0,5.0,4.0,5.0,111797,Nicolas Jarry,38.0,1135.0,CHI,5,R,198.0,23.78,50.0,19.0,9.0,9.0,2.0,2.0,6.0,Hamburg,67.21,32.79
2019-0319,20190729,2019_20,Kitzbuhel,AUT,Clay,0,0,1,32,392,R32,1,3,6-3 6-4,71.0,110602,Dennis Novak,119.0,488.0,AUT,4,R,183.0,25.92,54.0,28.0,12.0,10.0,4.0,0.0,0.0,200514,Jurij Rodionov,280.0,136.0,AUT,4,L,191.0,20.2,62.0,25.0,11.0,9.0,2.0,2.0,4.0,Kitzbuhel,78.16,21.84
2019-0533,20190225,2019_07,Sao Paulo,BRA,Clay,1,0,1,32,408,R32,1,3,6-3 6-4,72.0,134770,Casper Ruud,108.0,527.0,NOR,5,R,183.0,20.18,58.0,31.0,11.0,10.0,5.0,0.0,0.0,106329,Thiago Monteiro,120.0,488.0,BRA,4,L,183.0,24.74,51.0,27.0,6.0,9.0,3.0,2.0,4.0,Sao Paulo,55.84,44.16
2019-0308,20190429,2019_13,Munich,GER,Clay,0,0,1,32,414,SF,4,3,6-2 6-4,72.0,106426,Cristian Garin,47.0,1000.0,CHI,5,R,185.0,22.91,66.0,33.0,10.0,9.0,3.0,2.0,2.0,106065,Marco Cecchinato,19.0,1830.0,ITA,5,R,185.0,26.58,52.0,24.0,8.0,9.0,2.0,2.0,5.0,Munich,48.03,51.97
2019-M021,20190506,2019_14,Madrid Masters,ESP,Clay,0,0,2,64,415,R64,1,3,6-3 6-4,72.0,128034,Hubert Hurkacz,52.0,932.0,POL,2.5,R,196.0,22.23,49.0,26.0,14.0,10.0,5.0,0.0,0.0,200282,Alex De Minaur,27.0,1439.0,AUS,5,R,183.0,20.21,54.0,26.0,6.0,9.0,3.0,3.0,5.0,Madrid,69.84,30.16
2019-M009,20190513,2019_15,Rome Masters,ITA,Clay,0,0,2,64,416,R16,3,3,6-4 6-3,72.0,126774,Stefanos Tsitsipas,7.0,3790.0,GRE,5,R,193.0,20.75,51.0,26.0,8.0,10.0,3.0,1.0,3.0,104926,Fabio Fognini,12.0,2920.0,ITA,5,R,178.0,31.97,48.0,15.0,11.0,9.0,1.0,3.0,7.0,Rome,63.92,36.08
2019-M009,20190513,2019_15,Rome Masters,ITA,Clay,0,0,2,64,417,R32,2,3,6-2 6-4,72.0,105453,Kei Nishikori,6.0,3860.0,JPN,5,R,178.0,29.37,56.0,24.0,12.0,9.0,3.0,1.0,2.0,126203,Taylor Fritz,52.0,954.0,USA,2.5,R,193.0,21.54,60.0,19.0,12.0,9.0,3.0,1.0,5.0,Rome,72.59,27.41
2019-M009,20190513,2019_15,Rome Masters,ITA,Clay,0,0,2,64,418,R64,1,3,6-1 6-4,72.0,106043,Diego Schwartzman,24.0,1440.0,ARG,5,R,170.0,26.74,54.0,21.0,13.0,9.0,2.0,1.0,3.0,106415,Yoshihito Nishioka,75.0,706.0,JPN,2.5,L,170.0,23.62,47.0,13.0,8.0,8.0,2.0,1.0,6.0,Rome,66.98,33.02
2019-0316,20190715,2019_18,Bastad,SWE,Clay,0,0,1,32,423,R32,1,3,6-2 7-5,72.0,110602,Dennis Novak,121.0,456.0,AUT,5,R,183.0,25.88,56.0,30.0,11.0,10.0,10.0,0.0,1.0,104327,Steve Darcis,195.0,266.0,BEL,4,R,178.0,35.34,72.0,28.0,11.0,10.0,0.0,10.0,14.0,Bastad,58.35,41.65
2019-0439,20190715,2019_18,Umag,CRO,Clay,0,0,1,32,426,R32,1,3,6-3 6-2,72.0,126094,Andrey Rublev,76.0,741.0,RUS,5,R,188.0,21.73,57.0,33.0,9.0,9.0,4.0,5.0,5.0,104898,Robin Haase,78.0,716.0,NED,5,R,190.0,32.27,70.0,28.0,9.0,8.0,2.0,10.0,13.0,Umag,56.51,43.49
2019-9158,20190204,2019_04,Cordoba,ESP,Clay,0,0,1,32,443,R32,1,3,6-1 6-3,73.0,105550,Guido Pella,59.0,790.0,ARG,5,L,185.0,28.72,38.0,17.0,11.0,8.0,1.0,0.0,1.0,103893,Paolo Lorenzi,114.0,493.0,ITA,2,R,183.0,37.14,53.0,15.0,10.0,8.0,1.0,4.0,9.0,Cordoba,74.65,25.35
2019-0506,20190211,2019_05,Buenos Aires,ARG,Clay,0,0,1,32,446,R32,1,3,6-3 6-4,73.0,105311,Joao Sousa,41.0,1042.0,POR,5,R,185.0,29.87,60.0,28.0,9.0,9.0,0.0,5.0,7.0,106228,Juan Ignacio Londero,69.0,739.0,ARG,4,R,180.0,25.49,58.0,22.0,10.0,10.0,2.0,2.0,7.0,Buenos Aires,60.2,39.8
2019-0717,20190408,2019_10,Houston,USA,Clay,0,0,1,32,454,R16,2,3,6-3 6-3,73.0,123755,Daniel Elahi Galan,241.0,192.0,COL,2.5,R,191.0,22.8,50.0,25.0,12.0,9.0,2.0,0.0,0.0,105449,Steve Johnson,39.0,1125.0,USA,5,R,188.0,29.29,62.0,18.0,17.0,9.0,3.0,0.0,3.0,Houston,33.41,66.59
2019-0717,20190408,2019_10,Houston,USA,Clay,0,0,1,32,455,R16,2,3,6-4 6-3,73.0,105023,Sam Querrey,71.0,735.0,USA,5,R,198.0,31.5,54.0,29.0,14.0,10.0,6.0,1.0,1.0,104198,Guillermo Garcia Lopez,115.0,507.0,ESP,5,R,188.0,35.84,57.0,24.0,12.0,9.0,4.0,1.0,3.0,Houston,64.73,35.27
2019-0717,20190408,2019_10,Houston,USA,Clay,0,0,1,32,456,R16,2,3,6-3 6-4,73.0,104386,Janko Tipsarevic,372.0,47.0,SRB,4,R,180.0,34.79,55.0,26.0,6.0,9.0,4.0,2.0,5.0,111815,Cameron Norrie,55.0,925.0,GBR,5,L,188.0,23.62,56.0,20.0,6.0,10.0,5.0,4.0,10.0,Houston,41.9,58.1
2019-0425,20190422,2019_12,Barcelona,ESP,Clay,0,0,1,64,457,F,6,3,6-4 6-0,73.0,106233,Dominic Thiem,5.0,4675.0,AUT,5,R,185.0,25.63,50.0,25.0,9.0,8.0,2.0,2.0,3.0,106421,Daniil Medvedev,14.0,2505.0,RUS,5,R,198.0,23.19,49.0,9.0,11.0,8.0,0.0,3.0,8.0,Barcelona,73.51,26.49
2019-0533,20190225,2019_07,Sao Paulo,BRA,Clay,1,0,1,32,484,R16,2,3,6-2 6-4,74.0,105550,Guido Pella,48.0,975.0,ARG,5,L,185.0,28.78,43.0,27.0,9.0,9.0,4.0,0.0,0.0,106148,Roberto Carballes Baena,111.0,517.0,ESP,5,R,183.0,25.93,59.0,27.0,6.0,9.0,3.0,3.0,6.0,Sao Paulo,57.11,42.89
2019-0360,20190408,2019_10,Marrakech,MOR,Clay,0,0,1,32,489,SF,4,3,6-1 6-1,74.0,104665,Pablo Andujar,70.0,757.0,ESP,5,R,180.0,33.2,48.0,28.0,4.0,7.0,2.0,1.0,1.0,104468,Gilles Simon,27.0,1340.0,FRA,5,R,183.0,34.28,44.0,12.0,7.0,7.0,1.0,6.0,11.0,Marrakech,48.68,51.32
2019-0316,20190715,2019_18,Bastad,SWE,Clay,0,0,1,32,494,QF,3,3,6-1 6-4,74.0,111797,Nicolas Jarry,64.0,885.0,CHI,5,R,198.0,23.76,56.0,28.0,10.0,9.0,2.0,6.0,7.0,104871,Jeremy Chardy,80.0,710.0,FRA,5,R,188.0,32.42,54.0,22.0,5.0,8.0,6.0,0.0,4.0,Bastad,47.63,52.37
2019-0314,20190722,2019_19,Gstaad,SUI,Clay,0,1,1,32,495,R32,1,3,6-4 6-4,74.0,106121,Taro Daniel,111.0,518.0,JPN,5,R,191.0,26.48,55.0,30.0,10.0,10.0,1.0,1.0,2.0,111795,Filippo Baldi,149.0,370.0,ITA,2.5,R,180.0,23.53,58.0,30.0,6.0,10.0,3.0,3.0,6.0,Gstaad,50.4,49.6
2019-0319,20190729,2019_20,Kitzbuhel,AUT,Clay,0,0,1,32,496,QF,3,3,6-3 6-4,74.0,105077,Albert Ramos,69.0,860.0,ESP,4,L,188.0,31.53,55.0,30.0,8.0,10.0,4.0,0.0,1.0,104871,Jeremy Chardy,74.0,805.0,FRA,5,R,188.0,32.46,62.0,24.0,9.0,9.0,6.0,4.0,7.0,Kitzbuhel,59.64,40.36
2019-0319,20190729,2019_20,Kitzbuhel,AUT,Clay,0,0,1,32,497,R16,2,3,6-2 6-3,74.0,105077,Albert Ramos,69.0,860.0,ESP,4,L,188.0,31.53,45.0,25.0,9.0,8.0,3.0,2.0,2.0,144719,Jaume Munar,88.0,620.0,ESP,5,R,183.0,22.23,55.0,21.0,10.0,9.0,1.0,3.0,7.0,Kitzbuhel,53.54,46.46
2019-0533,20190225,2019_07,Sao Paulo,BRA,Clay,1,0,1,32,517,R16,2,3,6-3 6-4,75.0,134770,Casper Ruud,108.0,527.0,NOR,5,R,183.0,20.18,53.0,26.0,11.0,10.0,3.0,0.0,1.0,105311,Joao Sousa,38.0,1107.0,POR,5,R,185.0,29.91,48.0,18.0,12.0,9.0,3.0,2.0,5.0,Sao Paulo,51.32,48.68
2019-0410,20190415,2019_11,Monte Carlo Masters,FRA,Clay,0,0,2,64,520,R64,1,3,7-5 6-3,75.0,104527,Stan Wawrinka,36.0,1185.0,SUI,5,R,183.0,34.05,59.0,24.0,19.0,11.0,7.0,5.0,6.0,106298,Lucas Pouille,31.0,1275.0,FRA,5,R,185.0,25.14,55.0,14.0,19.0,10.0,1.0,2.0,5.0,Monte Carlo,68.34,31.66
2019-7648,20190422,2019_12,Budapest,HUN,Clay,0,0,1,32,521,QF,3,3,6-3 6-4,75.0,105732,Pierre Hugues Herbert,49.0,968.0,FRA,5,R,188.0,28.1,55.0,30.0,12.0,10.0,4.0,1.0,1.0,105226,Attila Balazs,246.0,184.0,HUN,4,R,180.0,30.57,50.0,21.0,12.0,9.0,6.0,2.0,4.0,Budapest,62.56,37.44
2019-M021,20190506,2019_14,Madrid Masters,ESP,Clay,0,0,2,64,522,R64,1,3,6-0 4-6 6-1,75.0,106043,Diego Schwartzman,25.0,1485.0,ARG,5,R,170.0,26.72,57.0,34.0,9.0,11.0,2.0,0.0,1.0,106065,Marco Cecchinato,19.0,1875.0,ITA,5,R,185.0,26.6,65.0,24.0,10.0,12.0,1.0,4.0,10.0,Madrid,48.43,51.57
2019-M009,20190513,2019_15,Rome Masters,ITA,Clay,0,0,2,64,523,R64,1,3,6-3 6-4,75.0,126203,Taylor Fritz,52.0,954.0,USA,2.5,R,193.0,21.54,53.0,26.0,15.0,10.0,4.0,1.0,1.0,105550,Guido Pella,21.0,1495.0,ARG,5,L,185.0,28.99,65.0,31.0,9.0,9.0,3.0,7.0,9.0,Rome,30.72,69.28
2019-0322,20190520,2019_16,Geneva,SUI,Clay,0,0,1,32,524,R16,2,3,6-4 6-2,75.0,105643,Federico Delbonis,84.0,641.0,ARG,5,L,190.0,28.62,55.0,26.0,12.0,9.0,2.0,5.0,6.0,105916,Marton Fucsovics,38.0,1170.0,HUN,5,R,188.0,27.28,63.0,21.0,13.0,9.0,2.0,7.0,11.0,Geneva,48.02,51.98
2019-520,20190527,2019_17,Roland Garros,FRA,Clay,0,0,4,128,525,R128,1,5,6-1 6-3 6-1,75.0,106198,Hugo Dellien,86.0,651.0,BOL,5,R,180.0,25.94,68.0,44.0,7.0,12.0,5.0,3.0,3.0,105432,Prajnesh Gunneswaran,88.0,629.0,IND,5,L,188.0,29.54,60.0,21.0,8.0,11.0,2.0,2.0,8.0,Roland Garros,78.62,21.38
2019-0439,20190715,2019_18,Umag,CRO,Clay,0,0,1,32,528,R32,1,3,6-3 6-3,75.0,126120,Nino Serdarusic,290.0,124.0,CRO,4,R,191.0,22.58,55.0,30.0,9.0,9.0,2.0,0.0,0.0,105477,Marco Trungelliti,161.0,336.0,ARG,2.5,R,178.0,29.45,53.0,17.0,14.0,9.0,3.0,1.0,4.0,Umag,37.91,62.09
2019-0506,20190211,2019_05,Buenos Aires,ARG,Clay,0,0,1,32,546,QF,3,3,6-1 7-5,76.0,106043,Diego Schwartzman,19.0,1835.0,ARG,5,R,170.0,26.49,50.0,26.0,13.0,10.0,2.0,1.0,2.0,105077,Albert Ramos,96.0,580.0,ESP,5,L,188.0,31.07,47.0,14.0,11.0,9.0,1.0,1.0,5.0,Buenos Aires,75.53,24.47
2019-0360,20190408,2019_10,Marrakech,MOR,Clay,0,0,1,32,552,R16,2,3,6-4 6-2,76.0,105332,Benoit Paire,69.0,763.0,FRA,5,R,196.0,29.92,60.0,29.0,12.0,9.0,7.0,2.0,2.0,105732,Pierre Hugues Herbert,50.0,944.0,FRA,5,R,188.0,28.06,66.0,24.0,13.0,9.0,3.0,4.0,7.0,Marrakech,56.25,43.75
2019-0360,20190408,2019_10,Marrakech,MOR,Clay,0,0,1,32,553,R16,2,3,6-2 6-2,76.0,104468,Gilles Simon,27.0,1340.0,FRA,5,R,183.0,34.28,46.0,26.0,6.0,8.0,0.0,1.0,2.0,105819,Guido Andreozzi,90.0,655.0,ARG,5,R,183.0,27.67,49.0,16.0,6.0,8.0,1.0,1.0,6.0,Marrakech,58.72,41.28
2019-0410,20190415,2019_11,Monte Carlo Masters,FRA,Clay,0,0,2,64,554,R32,2,3,6-1 6-1,76.0,104745,Rafael Nadal,2.0,8725.0,ESP,5,L,185.0,32.87,47.0,18.0,14.0,7.0,0.0,5.0,5.0,105138,Roberto Bautista Agut,22.0,1680.0,ESP,5,R,183.0,31.0,40.0,9.0,8.0,7.0,0.0,3.0,8.0,Monte Carlo,88.8,11.2
2019-0425,20190422,2019_12,Barcelona,ESP,Clay,0,0,1,64,555,R32,2,3,6-3 6-1,76.0,103970,David Ferrer,155.0,355.0,ESP,4,R,175.0,37.05,48.0,21.0,11.0,8.0,2.0,4.0,5.0,106298,Lucas Pouille,32.0,1275.0,FRA,5,R,185.0,25.16,64.0,24.0,6.0,8.0,0.0,8.0,13.0,Barcelona,58.93,41.07
2019-0425,20190422,2019_12,Barcelona,ESP,Clay,0,0,1,64,556,R32,2,3,7-5 6-2,76.0,106426,Cristian Garin,48.0,970.0,CHI,5,R,185.0,22.89,52.0,28.0,11.0,10.0,4.0,2.0,3.0,133430,Denis Shapovalov,20.0,1820.0,CAN,5,L,185.0,20.02,70.0,27.0,11.0,10.0,3.0,4.0,8.0,Barcelona,55.73,44.27
2019-0425,20190422,2019_12,Barcelona,ESP,Clay,0,0,1,64,557,R32,2,3,6-3 6-2,76.0,111456,Mackenzie Mcdonald,61.0,871.0,USA,5,R,178.0,24.02,56.0,29.0,7.0,8.0,3.0,7.0,8.0,104468,Gilles Simon,27.0,1385.0,FRA,5,R,183.0,34.32,54.0,22.0,3.0,9.0,0.0,3.0,8.0,Barcelona,34.2,65.8
2019-M009,20190513,2019_15,Rome Masters,ITA,Clay,0,0,2,64,558,R64,1,3,6-2 6-4,76.0,126610,Matteo Berrettini,33.0,1275.0,ITA,4,R,196.0,23.08,58.0,30.0,10.0,9.0,6.0,1.0,1.0,106298,Lucas Pouille,25.0,1420.0,FRA,5,R,185.0,25.22,55.0,20.0,12.0,9.0,3.0,5.0,8.0,Rome,68.19,31.81
