t_loc,t_name,Date,t_surf,t_round,w_name,l_name,w_rank,l_rank,AvgW_BL,AvgL_BL,Comment,tour_wk,AvgW_AO,AvgL_AO,AvgW_IP,AvgL_IP,AvgW_IP_NV,AvgL_IP_NV
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Dimitrov G.,Nishioka Y.,19.0,75.0,1.35,3.18,Completed,2019_01,-285.71428571428567,218.00000000000003,74.07407407407408,31.446540880503143,70.2,29.8
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Raonic M.,Bedene A.,18.0,67.0,1.22,4.26,Completed,2019_01,-454.5454545454546,326.0,81.9672131147541,23.474178403755868,77.74,22.26
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Kecmanovic M.,Mayer L.,131.0,56.0,1.63,2.28,Completed,2019_01,-158.73015873015876,127.99999999999999,61.34969325153374,43.859649122807014,58.31,41.69
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Millman J.,Sandgren T.,38.0,61.0,1.4,2.95,Completed,2019_01,-250.00000000000006,195.00000000000003,71.42857142857143,33.89830508474576,67.82,32.18
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Uchiyama Y.,Humbert U.,185.0,102.0,2.69,1.47,Completed,2019_01,169.0,-212.76595744680853,37.174721189591075,68.02721088435374,35.34,64.66
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Kudla D.,Fritz T.,63.0,49.0,2.7,1.47,Completed,2019_01,170.00000000000003,-212.76595744680853,37.03703703703704,68.02721088435374,35.25,64.75
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Chardy J.,Struff J.L.,40.0,57.0,2.19,1.68,Completed,2019_01,119.0,-147.05882352941177,45.662100456621005,59.523809523809526,43.41,56.59
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Murray A.,Duckworth J.,240.0,234.0,1.34,3.26,Completed,2019_01,-294.1176470588235,225.99999999999997,74.62686567164178,30.67484662576687,70.87,29.13
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Kyrgios N.,Harrison R.,35.0,62.0,1.44,2.8,Completed,2019_01,-227.2727272727273,179.99999999999997,69.44444444444446,35.714285714285715,66.04,33.96
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Tsonga J.W.,Kokkinakis T.,239.0,146.0,2.27,1.64,Completed,2019_01,127.0,-156.25000000000003,44.052863436123346,60.97560975609757,41.94,58.06
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,De Minaur A.,Popyrin A.,31.0,147.0,1.2,4.55,Completed,2019_01,-500.0000000000001,355.0,83.33333333333334,21.978021978021978,79.13,20.87
Brisbane,Brisbane International,2019-01-01,Hard,1st Round,Thompson J.,Bolt A.,72.0,154.0,1.36,3.14,Completed,2019_01,-277.7777777777777,214.0,73.52941176470587,31.84713375796178,69.78,30.22
Brisbane,Brisbane International,2019-01-02,Hard,2nd Round,Dimitrov G.,Millman J.,19.0,38.0,1.43,2.82,Completed,2019_01,-232.55813953488376,181.99999999999997,69.93006993006993,35.46099290780142,66.35,33.65
Brisbane,Brisbane International,2019-01-02,Hard,2nd Round,Uchiyama Y.,Edmund K.,185.0,14.0,4.26,1.22,Completed,2019_01,326.0,-454.5454545454546,23.474178403755868,81.9672131147541,22.26,77.74
Brisbane,Brisbane International,2019-01-02,Hard,2nd Round,Nishikori K.,Kudla D.,9.0,63.0,1.16,5.17,Completed,2019_01,-625.0000000000003,417.0,86.20689655172414,19.342359767891683,81.67,18.33
Brisbane,Brisbane International,2019-01-02,Hard,2nd Round,Raonic M.,Kecmanovic M.,18.0,131.0,1.21,4.48,Completed,2019_01,-476.19047619047626,348.00000000000006,82.64462809917356,22.32142857142857,78.73,21.27
Brisbane,Brisbane International,2019-01-02,Hard,2nd Round,Chardy J.,Kyrgios N.,40.0,35.0,3.11,1.37,Completed,2019_01,211.0,-270.2702702702702,32.154340836012864,72.99270072992701,30.58,69.42
Brisbane,Brisbane International,2019-01-02,Hard,2nd Round,Medvedev D.,Murray A.,16.0,240.0,1.88,1.93,Completed,2019_01,-113.63636363636365,-107.52688172043011,53.191489361702125,51.81347150259068,50.66,49.34
Brisbane,Brisbane International,2019-01-02,Hard,2nd Round,De Minaur A.,Thompson J.,31.0,72.0,1.38,3.06,Completed,2019_01,-263.1578947368422,206.0,72.46376811594205,32.6797385620915,68.92,31.08
Brisbane,Brisbane International,2019-01-03,Hard,2nd Round,Tsonga J.W.,Daniel T.,239.0,77.0,1.27,3.84,Completed,2019_01,-370.3703703703703,284.0,78.74015748031495,26.041666666666668,75.15,24.85
Brisbane,Brisbane International,2019-01-03,Hard,Quarterfinals,Chardy J.,Uchiyama Y.,40.0,185.0,1.61,2.34,Completed,2019_01,-163.93442622950818,134.0,62.11180124223602,42.73504273504273,59.24,40.76
Brisbane,Brisbane International,2019-01-03,Hard,Quarterfinals,Nishikori K.,Dimitrov G.,9.0,19.0,1.65,2.26,Completed,2019_01,-153.84615384615387,125.99999999999997,60.60606060606061,44.247787610619476,57.8,42.2
Brisbane,Brisbane International,2019-01-04,Hard,Quarterfinals,Medvedev D.,Raonic M.,16.0,18.0,2.04,1.79,Completed,2019_01,104.0,-126.58227848101265,49.01960784313725,55.865921787709496,46.74,53.26
Brisbane,Brisbane International,2019-01-04,Hard,Quarterfinals,Tsonga J.W.,De Minaur A.,239.0,31.0,2.42,1.57,Completed,2019_01,142.0,-175.43859649122805,41.32231404958678,63.69426751592356,39.35,60.65
Brisbane,Brisbane International,2019-01-05,Hard,Semifinals,Nishikori K.,Chardy J.,9.0,40.0,1.17,5.11,Completed,2019_01,-588.2352941176473,411.00000000000006,85.47008547008548,19.569471624266143,81.37,18.63
Brisbane,Brisbane International,2019-01-05,Hard,Semifinals,Medvedev D.,Tsonga J.W.,16.0,239.0,1.67,2.23,Completed,2019_01,-149.2537313432836,123.0,59.88023952095809,44.843049327354265,57.18,42.82
Brisbane,Brisbane International,2019-01-06,Hard,The Final,Nishikori K.,Medvedev D.,9.0,16.0,1.6,2.36,Completed,2019_01,-166.66666666666663,136.0,62.5,42.3728813559322,59.6,40.4
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Bautista Agut R.,Berrettini M.,24.0,54.0,1.35,3.23,Completed,2019_01,-285.71428571428567,223.0,74.07407407407408,30.959752321981426,70.52,29.48
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Jarry N.,Haase R.,43.0,50.0,2.05,1.77,Completed,2019_01,104.99999999999999,-129.87012987012986,48.78048780487805,56.49717514124294,46.34,53.66
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Verdasco F.,Lorenzi P.,28.0,109.0,1.24,4.07,Completed,2019_01,-416.6666666666667,307.0,80.64516129032258,24.57002457002457,76.65,23.35
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Berdych T.,Kohlschreiber P.,71.0,34.0,2.44,1.59,Completed,2019_01,144.0,-169.4915254237288,40.98360655737705,62.893081761006286,39.45,60.55
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Basilashvili N.,Ramos-Vinolas A.,21.0,65.0,1.45,2.75,Completed,2019_01,-222.22222222222226,175.0,68.9655172413793,36.36363636363637,65.48,34.52
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Rublev A.,Seppi A.,68.0,37.0,1.5,2.59,Completed,2019_01,-200.0,159.0,66.66666666666666,38.61003861003861,63.33,36.67
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Marterer M.,Gojowczyk P.,74.0,59.0,2.09,1.74,Completed,2019_01,108.99999999999999,-135.13513513513513,47.84688995215311,57.47126436781609,45.43,54.57
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Berankis R.,Goffin D.,116.0,22.0,3.32,1.33,Completed,2019_01,231.99999999999997,-303.03030303030295,30.120481927710845,75.18796992481202,28.6,71.4
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Pella G.,Ilkel C.,58.0,249.0,1.2,4.49,Completed,2019_01,-500.0000000000001,349.0,83.33333333333334,22.271714922049,78.91,21.09
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Cecchinato M.,Stakhovsky S.,20.0,134.0,2.18,1.68,Completed,2019_01,118.00000000000001,-147.05882352941177,45.87155963302752,59.523809523809526,43.52,56.48
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Lajovic D.,Mannarino A.,48.0,42.0,1.72,2.11,Completed,2019_01,-138.88888888888889,110.99999999999999,58.139534883720934,47.39336492890995,55.09,44.91
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Garcia-Lopez G.,Zayid M.S.,105.0,,1.02,17.2,Completed,2019_01,-4999.999999999995,1620.0,98.0392156862745,5.813953488372093,94.4,5.6
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Wawrinka S.,Khachanov K.,66.0,11.0,2.89,1.41,Completed,2019_01,189.0,-243.9024390243903,34.602076124567475,70.92198581560284,32.79,67.21
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Fucsovics M.,Copil M.,36.0,60.0,1.64,2.26,Completed,2019_01,-156.25000000000003,125.99999999999997,60.97560975609757,44.247787610619476,57.95,42.05
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Djokovic N.,Dzumhur D.,1.0,47.0,1.03,12.85,Completed,2019_01,-3333.3333333333303,1185.0,97.0873786407767,7.782101167315175,92.58,7.42
Doha,Qatar Exxon Mobil Open,2019-01-01,Hard,1st Round,Herbert P.H.,Thiem D.,55.0,8.0,3.77,1.27,Completed,2019_01,277.0,-370.3703703703703,26.525198938992045,78.74015748031495,25.2,74.8
Doha,Qatar Exxon Mobil Open,2019-01-02,Hard,2nd Round,Lajovic D.,Berankis R.,48.0,116.0,1.72,2.12,Completed,2019_01,-138.88888888888889,112.00000000000001,58.139534883720934,47.16981132075472,55.21,44.79
Doha,Qatar Exxon Mobil Open,2019-01-02,Hard,2nd Round,Bautista Agut R.,Garcia-Lopez G.,24.0,105.0,1.23,4.2,Completed,2019_01,-434.7826086956522,320.0,81.30081300813006,23.809523809523807,77.35,22.65
Doha,Qatar Exxon Mobil Open,2019-01-02,Hard,2nd Round,Wawrinka S.,Jarry N.,66.0,43.0,1.37,3.1,Completed,2019_01,-270.2702702702702,210.0,72.99270072992701,32.25806451612903,69.35,30.65
Doha,Qatar Exxon Mobil Open,2019-01-02,Hard,2nd Round,Djokovic N.,Fucsovics M.,1.0,36.0,1.03,12.51,Completed,2019_01,-3333.3333333333303,1151.0,97.0873786407767,7.993605115907274,92.39,7.61
Doha,Qatar Exxon Mobil Open,2019-01-02,Hard,2nd Round,Herbert P.H.,Marterer M.,55.0,74.0,1.69,2.17,Completed,2019_01,-144.92753623188406,117.0,59.171597633136095,46.08294930875576,56.22,43.78
Doha,Qatar Exxon Mobil Open,2019-01-02,Hard,2nd Round,Basilashvili N.,Rublev A.,21.0,68.0,2.0,1.81,Completed,2019_01,100.0,-123.45679012345678,50.0,55.24861878453039,47.51,52.49
Doha,Qatar Exxon Mobil Open,2019-01-02,Hard,2nd Round,Berdych T.,Verdasco F.,71.0,28.0,1.71,2.14,Completed,2019_01,-140.84507042253523,114.00000000000001,58.4795321637427,46.728971962616825,55.58,44.42
Doha,Qatar Exxon Mobil Open,2019-01-03,Hard,Quarterfinals,Bautista Agut R.,Wawrinka S.,24.0,66.0,2.1,1.75,Completed,2019_01,110.00000000000001,-133.33333333333334,47.61904761904761,57.14285714285714,45.45,54.55
Doha,Qatar Exxon Mobil Open,2019-01-03,Hard,Quarterfinals,Djokovic N.,Basilashvili N.,1.0,21.0,1.07,8.78,Completed,2019_01,-1428.5714285714273,777.9999999999999,93.45794392523365,11.389521640091118,89.14,10.86
Doha,Qatar Exxon Mobil Open,2019-01-03,Hard,Quarterfinals,Berdych T.,Herbert P.H.,71.0,55.0,1.49,2.67,Completed,2019_01,-204.08163265306123,167.0,67.11409395973155,37.453183520599254,64.18,35.82
Doha,Qatar Exxon Mobil Open,2019-01-03,Hard,Quarterfinals,Cecchinato M.,Lajovic D.,20.0,48.0,2.53,1.53,Completed,2019_01,152.99999999999997,-188.67924528301887,39.52569169960475,65.359477124183,37.68,62.32
Doha,Qatar Exxon Mobil Open,2019-01-04,Hard,Semifinals,Bautista Agut R.,Djokovic N.,24.0,1.0,4.95,1.18,Completed,2019_01,395.0,-555.5555555555558,20.2020202020202,84.74576271186442,19.25,80.75
Doha,Qatar Exxon Mobil Open,2019-01-04,Hard,Semifinals,Berdych T.,Cecchinato M.,71.0,20.0,1.45,2.78,Completed,2019_01,-222.22222222222226,177.99999999999997,68.9655172413793,35.97122302158273,65.72,34.28
Doha,Qatar Exxon Mobil Open,2019-01-05,Hard,The Final,Bautista Agut R.,Berdych T.,24.0,71.0,1.6,2.37,Completed,2019_01,-166.66666666666663,137.0,62.5,42.19409282700422,59.7,40.3
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Darcis S.,Carballes Baena R.,,73.0,2.35,1.59,Completed,2019_01,135.0,-169.4915254237288,42.5531914893617,62.893081761006286,40.36,59.64
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Munar J.,Albot R.,81.0,98.0,1.94,1.86,Completed,2019_01,-106.38297872340426,-116.27906976744185,51.546391752577314,53.76344086021505,48.95,51.05
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Donskoy E.,Andujar P.,97.0,82.0,1.51,2.53,Completed,2019_01,-196.078431372549,152.99999999999997,66.2251655629139,39.52569169960475,62.62,37.38
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Mmoh M.,Gunneswaran P.,103.0,110.0,1.74,2.09,Completed,2019_01,-135.13513513513513,108.99999999999999,57.47126436781609,47.84688995215311,54.57,45.43
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Gulbis E.,Sousa P.,95.0,104.0,1.35,3.19,Completed,2019_01,-285.71428571428567,219.0,74.07407407407408,31.347962382445143,70.26,29.74
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Karlovic I.,Auger-Aliassime F.,100.0,108.0,2.16,1.7,Completed,2019_01,116.00000000000001,-142.85714285714286,46.2962962962963,58.82352941176471,44.04,55.96
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Bolelli S.,Istomin D.,141.0,92.0,2.11,1.72,Completed,2019_01,110.99999999999999,-138.88888888888889,47.39336492890995,58.139534883720934,44.91,55.09
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Ivashka I.,Hurkacz H.,91.0,86.0,2.24,1.65,Completed,2019_01,124.00000000000003,-153.84615384615387,44.64285714285714,60.60606060606061,42.42,57.58
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Vesely J.,Hoang A.,89.0,149.0,1.88,1.92,Completed,2019_01,-113.63636363636365,-108.69565217391305,53.191489361702125,52.08333333333333,50.53,49.47
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Paire B.,Monteiro T.,52.0,120.0,1.34,3.07,Completed,2019_01,-294.1176470588235,206.99999999999997,74.62686567164178,32.57328990228013,69.61,30.39
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Ramanathan R.,Granollers M.,132.0,96.0,2.3,1.61,Completed,2019_01,129.99999999999997,-163.93442622950818,43.47826086956522,62.11180124223602,41.18,58.82
Pune,Maharashtra Open,2019-01-01,Hard,1st Round,Djere L.,Kadhe A.,93.0,392.0,1.25,3.96,Completed,2019_01,-400.0,296.0,80.0,25.252525252525253,76.01,23.99
Pune,Maharashtra Open,2019-01-02,Hard,2nd Round,Karlovic I.,Donskoy E.,100.0,97.0,1.66,2.22,Completed,2019_01,-151.51515151515153,122.00000000000001,60.24096385542169,45.04504504504504,57.22,42.78
Pune,Maharashtra Open,2019-01-02,Hard,2nd Round,Gulbis E.,Chung H.,95.0,25.0,3.25,1.34,Completed,2019_01,225.0,-294.1176470588235,30.76923076923077,74.62686567164178,29.19,70.81
Pune,Maharashtra Open,2019-01-02,Hard,2nd Round,Paire B.,Vesely J.,52.0,89.0,1.54,2.48,Completed,2019_01,-185.18518518518516,148.0,64.93506493506493,40.32258064516129,61.69,38.31
Pune,Maharashtra Open,2019-01-02,Hard,2nd Round,Anderson K.,Djere L.,6.0,93.0,1.32,3.31,Completed,2019_01,-312.49999999999994,231.0,75.75757575757575,30.211480362537763,71.49,28.51
Pune,Maharashtra Open,2019-01-02,Hard,2nd Round,Munar J.,Bolelli S.,81.0,141.0,2.08,1.75,Completed,2019_01,108.0,-133.33333333333334,48.07692307692308,57.14285714285714,45.69,54.31
Pune,Maharashtra Open,2019-01-02,Hard,2nd Round,Darcis S.,Mmoh M.,,103.0,2.42,1.56,Completed,2019_01,142.0,-178.57142857142856,41.32231404958678,64.1025641025641,39.2,60.8
Pune,Maharashtra Open,2019-01-02,Hard,2nd Round,Simon G.,Ivashka I.,30.0,91.0,1.45,2.74,Completed,2019_01,-222.22222222222226,174.00000000000003,68.9655172413793,36.496350364963504,65.39,34.61
Pune,Maharashtra Open,2019-01-02,Hard,2nd Round,Jaziri M.,Ramanathan R.,45.0,132.0,1.94,1.86,Completed,2019_01,-106.38297872340426,-116.27906976744185,51.546391752577314,53.76344086021505,48.95,51.05
Pune,Maharashtra Open,2019-01-03,Hard,Quarterfinals,Karlovic I.,Gulbis E.,100.0,95.0,2.12,1.73,Completed,2019_01,112.00000000000001,-136.986301369863,47.16981132075472,57.80346820809249,44.94,55.06
Pune,Maharashtra Open,2019-01-03,Hard,Quarterfinals,Darcis S.,Jaziri M.,,45.0,1.82,2.0,Completed,2019_01,-121.95121951219511,100.0,54.94505494505494,50.0,52.36,47.64
Pune,Maharashtra Open,2019-01-03,Hard,Quarterfinals,Anderson K.,Munar J.,6.0,81.0,1.3,3.57,Completed,2019_01,-333.33333333333326,257.0,76.92307692307692,28.011204481792717,73.31,26.69
Pune,Maharashtra Open,2019-01-03,Hard,Quarterfinals,Simon G.,Paire B.,30.0,52.0,1.56,2.44,Completed,2019_01,-178.57142857142856,144.0,64.1025641025641,40.98360655737705,61.0,39.0
Pune,Maharashtra Open,2019-01-04,Hard,Semifinals,Karlovic I.,Darcis S.,100.0,,1.53,2.53,Completed,2019_01,-188.67924528301887,152.99999999999997,65.359477124183,39.52569169960475,62.32,37.68
Pune,Maharashtra Open,2019-01-04,Hard,Semifinals,Anderson K.,Simon G.,6.0,30.0,1.39,3.03,Completed,2019_01,-256.41025641025647,202.99999999999997,71.94244604316548,33.003300330033,68.55,31.45
Pune,Maharashtra Open,2019-01-05,Hard,The Final,Anderson K.,Karlovic I.,6.0,100.0,1.27,3.83,Completed,2019_01,-370.3703703703703,283.0,78.74015748031495,26.109660574412537,75.1,24.9
Auckland,ASB Classic,2019-01-06,Hard,1st Round,Fritz T.,Copil M.,50.0,61.0,1.59,2.34,Completed,2019_02,-169.4915254237288,134.0,62.893081761006286,42.73504273504273,59.54,40.46
Auckland,ASB Classic,2019-01-07,Hard,1st Round,Kohlschreiber P.,Klahn B.,34.0,76.0,1.48,2.64,Completed,2019_02,-208.33333333333334,164.0,67.56756756756756,37.878787878787875,64.08,35.92
Auckland,ASB Classic,2019-01-07,Hard,1st Round,Struff J.L.,Djere L.,58.0,91.0,1.46,2.72,Retired,2019_02,-217.3913043478261,172.00000000000003,68.4931506849315,36.76470588235294,65.07,34.93
Auckland,ASB Classic,2019-01-07,Hard,1st Round,Norrie C.,Paire B.,93.0,55.0,1.66,2.23,Completed,2019_02,-151.51515151515153,123.0,60.24096385542169,44.843049327354265,57.33,42.67
Auckland,ASB Classic,2019-01-07,Hard,1st Round,Sandgren T.,Marterer M.,63.0,70.0,2.48,1.54,Completed,2019_02,148.0,-185.18518518518516,40.32258064516129,64.93506493506493,38.31,61.69
Auckland,ASB Classic,2019-01-07,Hard,1st Round,Berrettini M.,Mcdonald M.,52.0,79.0,1.8,2.01,Completed,2019_02,-125.0,100.99999999999997,55.55555555555556,49.75124378109454,52.76,47.24
Auckland,ASB Classic,2019-01-07,Hard,1st Round,Sousa J.,Shapovalov D.,44.0,27.0,2.71,1.47,Completed,2019_02,171.0,-212.76595744680853,36.90036900369004,68.02721088435374,35.17,64.83
Auckland,ASB Classic,2019-01-07,Hard,1st Round,Mayer L.,Johnson S.,54.0,33.0,2.56,1.51,Completed,2019_02,156.0,-196.078431372549,39.0625,66.2251655629139,37.1,62.9
Auckland,ASB Classic,2019-01-08,Hard,1st Round,Ferrer D.,Haase R.,124.0,49.0,1.72,2.12,Completed,2019_02,-138.88888888888889,112.00000000000001,58.139534883720934,47.16981132075472,55.21,44.79
Auckland,ASB Classic,2019-01-08,Hard,1st Round,Gojowczyk P.,Pella G.,60.0,66.0,1.76,2.06,Completed,2019_02,-131.57894736842104,106.0,56.81818181818181,48.54368932038835,53.93,46.07
Auckland,ASB Classic,2019-01-08,Hard,1st Round,Statham J.,Chung H.,360.0,25.0,7.07,1.1,Completed,2019_02,607.0,-999.9999999999991,14.144271570014144,90.9090909090909,13.46,86.54
Auckland,ASB Classic,2019-01-08,Hard,1st Round,Humbert U.,Cuevas P.,98.0,90.0,1.61,2.32,Completed,2019_02,-163.93442622950818,131.99999999999997,62.11180124223602,43.10344827586207,59.03,40.97
Auckland,ASB Classic,2019-01-08,Hard,2nd Round,Fritz T.,Isner J.,50.0,10.0,2.4,1.58,Completed,2019_02,140.0,-172.41379310344826,41.66666666666667,63.291139240506325,39.7,60.3
Auckland,ASB Classic,2019-01-08,Hard,2nd Round,Sandgren T.,Cecchinato M.,63.0,18.0,1.63,2.28,Completed,2019_02,-158.73015873015876,127.99999999999999,61.34969325153374,43.859649122807014,58.31,41.69
Auckland,ASB Classic,2019-01-09,Hard,2nd Round,Mayer L.,Berrettini M.,54.0,52.0,2.4,1.58,Completed,2019_02,140.0,-172.41379310344826,41.66666666666667,63.291139240506325,39.7,60.3
Auckland,ASB Classic,2019-01-09,Hard,2nd Round,Fognini F.,Gojowczyk P.,13.0,60.0,1.61,2.32,Completed,2019_02,-163.93442622950818,131.99999999999997,62.11180124223602,43.10344827586207,59.03,40.97
Auckland,ASB Classic,2019-01-09,Hard,2nd Round,Kohlschreiber P.,Humbert U.,34.0,98.0,1.59,2.36,Completed,2019_02,-169.4915254237288,136.0,62.893081761006286,42.3728813559322,59.75,40.25
Auckland,ASB Classic,2019-01-09,Hard,2nd Round,Norrie C.,Sousa J.,93.0,44.0,1.57,2.4,Completed,2019_02,-175.43859649122805,140.0,63.69426751592356,41.66666666666667,60.45,39.55
Auckland,ASB Classic,2019-01-09,Hard,2nd Round,Carreno Busta P.,Ferrer D.,24.0,124.0,2.53,1.52,Retired,2019_02,152.99999999999997,-192.3076923076923,39.52569169960475,65.78947368421053,37.53,62.47
Auckland,ASB Classic,2019-01-09,Hard,2nd Round,Struff J.L.,Statham J.,58.0,360.0,1.21,4.48,Completed,2019_02,-476.19047619047626,348.00000000000006,82.64462809917356,22.32142857142857,78.73,21.27
Auckland,ASB Classic,2019-01-09,Hard,Quarterfinals,Sandgren T.,Mayer L.,63.0,54.0,1.67,2.23,Completed,2019_02,-149.2537313432836,123.0,59.88023952095809,44.843049327354265,57.18,42.82
Auckland,ASB Classic,2019-01-10,Hard,Quarterfinals,Kohlschreiber P.,Fognini F.,34.0,13.0,1.53,2.54,Completed,2019_02,-188.67924528301887,154.0,65.359477124183,39.37007874015748,62.41,37.59
Auckland,ASB Classic,2019-01-10,Hard,Quarterfinals,Norrie C.,Fritz T.,93.0,50.0,1.82,2.01,Completed,2019_02,-121.95121951219511,100.99999999999997,54.94505494505494,49.75124378109454,52.48,47.52
Auckland,ASB Classic,2019-01-10,Hard,Quarterfinals,Struff J.L.,Carreno Busta P.,58.0,24.0,1.8,2.02,Completed,2019_02,-125.0,102.0,55.55555555555556,49.504950495049506,52.88,47.12
Auckland,ASB Classic,2019-01-11,Hard,Semifinals,Sandgren T.,Kohlschreiber P.,63.0,34.0,2.9,1.42,Completed,2019_02,190.0,-238.09523809523813,34.48275862068966,70.42253521126761,32.87,67.13
Auckland,ASB Classic,2019-01-11,Hard,Semifinals,Norrie C.,Struff J.L.,93.0,58.0,1.64,2.27,Completed,2019_02,-156.25000000000003,127.0,60.97560975609757,44.052863436123346,58.06,41.94
Auckland,ASB Classic,2019-01-12,Hard,The Final,Sandgren T.,Norrie C.,63.0,93.0,2.18,1.7,Completed,2019_02,118.00000000000001,-142.85714285714286,45.87155963302752,58.82352941176471,43.81,56.19
Sydney,Sydney International,2019-01-06,Hard,1st Round,Klizan M.,Popyrin A.,40.0,149.0,1.68,2.18,Completed,2019_02,-147.05882352941177,118.00000000000001,59.523809523809526,45.87155963302752,56.48,43.52
Sydney,Sydney International,2019-01-06,Hard,1st Round,Thompson J.,Mannarino A.,72.0,41.0,1.63,2.28,Completed,2019_02,-158.73015873015876,127.99999999999999,61.34969325153374,43.859649122807014,58.31,41.69
Sydney,Sydney International,2019-01-07,Hard,1st Round,Querrey S.,Jaziri M.,48.0,42.0,1.36,3.16,Retired,2019_02,-277.7777777777777,216.0,73.52941176470587,31.645569620253166,69.91,30.09
Sydney,Sydney International,2019-01-07,Hard,1st Round,Opelka R.,Ramos-Vinolas A.,102.0,65.0,1.59,2.36,Completed,2019_02,-169.4915254237288,136.0,62.893081761006286,42.3728813559322,59.75,40.25
Sydney,Sydney International,2019-01-07,Hard,1st Round,De Minaur A.,Lajovic D.,29.0,45.0,1.29,3.59,Completed,2019_02,-344.8275862068965,259.0,77.51937984496124,27.85515320334262,73.57,26.43
Sydney,Sydney International,2019-01-07,Hard,1st Round,Andreozzi G.,Ebden M.,80.0,47.0,4.2,1.22,Completed,2019_02,320.0,-454.5454545454546,23.809523809523807,81.9672131147541,22.51,77.49
Sydney,Sydney International,2019-01-07,Hard,1st Round,Nishioka Y.,Harrison R.,75.0,81.0,1.72,2.13,Completed,2019_02,-138.88888888888889,112.99999999999999,58.139534883720934,46.948356807511736,55.32,44.68
Sydney,Sydney International,2019-01-08,Hard,1st Round,Seppi A.,Chardy J.,37.0,36.0,2.43,1.56,Completed,2019_02,143.00000000000003,-178.57142857142856,41.15226337448559,64.1025641025641,39.1,60.9
Sydney,Sydney International,2019-01-08,Hard,1st Round,Garcia-Lopez G.,Kudla D.,101.0,62.0,2.07,1.76,Completed,2019_02,106.99999999999999,-131.57894736842104,48.309178743961354,56.81818181818181,45.95,54.05
Sydney,Sydney International,2019-01-08,Hard,1st Round,Rublev A.,Pouille L.,84.0,30.0,1.53,2.5,Completed,2019_02,-188.67924528301887,150.0,65.359477124183,40.0,62.03,37.97
Sydney,Sydney International,2019-01-08,Hard,1st Round,Millman J.,Tiafoe F.,38.0,39.0,1.61,2.33,Completed,2019_02,-163.93442622950818,133.0,62.11180124223602,42.91845493562232,59.14,40.86
Sydney,Sydney International,2019-01-08,Hard,1st Round,Fucsovics M.,Duckworth J.,35.0,238.0,1.36,3.15,Completed,2019_02,-277.7777777777777,215.0,73.52941176470587,31.746031746031743,69.84,30.16
Sydney,Sydney International,2019-01-08,Hard,2nd Round,Thompson J.,Daniel T.,72.0,78.0,1.47,2.69,Completed,2019_02,-212.76595744680853,169.0,68.02721088435374,37.174721189591075,64.66,35.34
Sydney,Sydney International,2019-01-09,Hard,2nd Round,Nishioka Y.,Rublev A.,75.0,84.0,2.4,1.57,Completed,2019_02,140.0,-175.43859649122805,41.66666666666667,63.69426751592356,39.55,60.45
Sydney,Sydney International,2019-01-09,Hard,2nd Round,De Minaur A.,Opelka R.,29.0,102.0,1.17,5.39,Completed,2019_02,-588.2352941176473,438.99999999999994,85.47008547008548,18.552875695732837,82.16,17.84
